author,authorLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q4998760,Q4998760,Φικχ,Q250276,1117-11-19T00:00:00Z,1197-11-05T00:00:00Z,
http://www.wikidata.org/entity/Q4998760,Q4998760,Φικχ,Μάρτζιλαν,1117-11-19T00:00:00Z,1197-11-05T00:00:00Z,
http://www.wikidata.org/entity/Q4998760,Q4998760,Φικχ,Ουζμπεκιστάν,1117-01-01T00:00:00Z,1197-11-11T00:00:00Z,
http://www.wikidata.org/entity/Q4998760,Q4998760,Φικχ,Ντουσαμπέ,1117-01-01T00:00:00Z,1197-11-11T00:00:00Z,
http://www.wikidata.org/entity/Q4998760,Q4998760,Φικχ,Q250276,1117-01-01T00:00:00Z,1197-11-11T00:00:00Z,
http://www.wikidata.org/entity/Q4998760,Q4998760,Φικχ,Μάρτζιλαν,1117-01-01T00:00:00Z,1197-11-11T00:00:00Z,
http://www.wikidata.org/entity/Q4998760,Q4998760,Φικχ,Ουζμπεκιστάν,1117-11-19T00:00:00Z,1197-11-11T00:00:00Z,
http://www.wikidata.org/entity/Q4998760,Q4998760,Φικχ,Ντουσαμπέ,1117-11-19T00:00:00Z,1197-11-11T00:00:00Z,
http://www.wikidata.org/entity/Q4998760,Q4998760,Φικχ,Q250276,1117-11-19T00:00:00Z,1197-11-11T00:00:00Z,
http://www.wikidata.org/entity/Q4998760,Q4998760,Φικχ,Μάρτζιλαν,1117-11-19T00:00:00Z,1197-11-11T00:00:00Z,
http://www.wikidata.org/entity/Q5126442,Q5126442,κριτική τέχνης,Ντόρτσεστερ,1828-09-08T00:00:00Z,1900-06-02T00:00:00Z,
http://www.wikidata.org/entity/Q5388890,Q5388890,μουσικολογία,Μίκκελι,1916-10-10T00:00:00Z,1993-01-22T00:00:00Z,
http://www.wikidata.org/entity/Q19209706,Q19209706,"λογοτεχνία, δίκαιο",Q2357555,1822-09-27T00:00:00Z,1891-12-13T00:00:00Z,
http://www.wikidata.org/entity/Q19214447,Q19214447,"Γαλλική λογοτεχνία, αρχαίος πολιτισμός, Γερμανική φιλολογία",Ντιζόν,1857-01-01T00:00:00Z,1895-12-18T00:00:00Z,
http://www.wikidata.org/entity/Q19214618,Q19214618,βιοχημεία,Βιέννη,1869-01-01T00:00:00Z,1935-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q19214618,Q19214618,βιοχημεία,Βιέννη,1869-10-03T00:00:00Z,1935-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q19214618,Q19214618,βιοχημεία,Βιέννη,1869-01-01T00:00:00Z,1935-12-27T00:00:00Z,
http://www.wikidata.org/entity/Q19214618,Q19214618,βιοχημεία,Βιέννη,1869-10-03T00:00:00Z,1935-12-27T00:00:00Z,
http://www.wikidata.org/entity/Q19223328,Q19223328,"τέχνη, βιβλιοθηκονομία",Αμβούργο,1858-01-01T00:00:00Z,1918-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q19223328,Q19223328,"τέχνη, βιβλιοθηκονομία",Αμβούργο,1858-03-13T00:00:00Z,1918-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q19223328,Q19223328,"τέχνη, βιβλιοθηκονομία",Αμβούργο,1858-01-01T00:00:00Z,1918-11-24T00:00:00Z,
http://www.wikidata.org/entity/Q19223328,Q19223328,"τέχνη, βιβλιοθηκονομία",Αμβούργο,1858-03-13T00:00:00Z,1918-11-24T00:00:00Z,
http://www.wikidata.org/entity/Q19224578,Q19224578,"βοτανική, παιδαγωγική",Q383085,1867-12-20T00:00:00Z,1942-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q19224578,Q19224578,"βοτανική, παιδαγωγική",Q383085,1867-12-20T00:00:00Z,1942-08-12T00:00:00Z,
http://www.wikidata.org/entity/Q19228314,Q19228314,"ηθική, φιλοσοφία της θρησκείας",Βερολίνο,1833-01-21T00:00:00Z,1897-08-13T00:00:00Z,
http://www.wikidata.org/entity/Q19229856,Q19229856,"δίκαιο, Διεθνές Δίκαιο",Βαρσοβία,1876-11-24T00:00:00Z,1942-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q19229856,Q19229856,"δίκαιο, Διεθνές Δίκαιο",Βαρσοβία,1876-11-24T00:00:00Z,1942-08-01T00:00:00Z,
http://www.wikidata.org/entity/Q25159701,Q25159701,"Ρητορική, Σλαβικές σπουδές",Μόναχο,1980-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q25250260,Q25250260,τέχνες του θεάματος,Γάνδη,1985-11-19T00:00:00Z,,
http://www.wikidata.org/entity/Q26132949,Q26132949,Δασολογία,Q672243,1962-02-14T00:00:00Z,,
http://www.wikidata.org/entity/Q26709980,Q26709980,δράμα,Αγγλία,1980-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q26825303,Q26825303,πολιτική επιστήμη,Νταχάου,1974-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q27955907,Q27955907,"Ιεραποστολή, Καλβινισμός, εθνογραφία, Χριστιανική θεολογία",Ιάβα,1869-10-10T00:00:00Z,1949-01-19T00:00:00Z,
http://www.wikidata.org/entity/Q27955907,Q27955907,"Ιεραποστολή, Καλβινισμός, εθνογραφία, Χριστιανική θεολογία",Q12498860,1869-10-10T00:00:00Z,1949-01-19T00:00:00Z,
http://www.wikidata.org/entity/Q28054783,Q28054783,Σιωνισμός,Q252313,1871-04-16T00:00:00Z,1949-02-23T00:00:00Z,
http://www.wikidata.org/entity/Q28477691,Q28477691,"παιδική λογοτεχνία, Γερμανική λογοτεχνία",Λειψία,1894-10-04T00:00:00Z,1973-09-27T00:00:00Z,
http://www.wikidata.org/entity/Q28595176,Q28595176,AIDS,Νεγί-συρ-Σεν,1950-06-25T00:00:00Z,,
http://www.wikidata.org/entity/Q29266959,Q29266959,φιλολογία,Μόναχο,1849-03-18T00:00:00Z,1891-06-16T00:00:00Z,
http://www.wikidata.org/entity/Q29422073,Q29422073,"κεραμική, κόσμημα",Κέιπ Τάουν,1951-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q29596788,Q29596788,"Πυροβολικό, Στρατιωτική τεχνολογία",Εκλεκτοράτο της Σαξονίας,1650-01-01T00:00:00Z,1686-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q52185691,Q52185691,τέχνες του θεάματος,Γάνδη,1956-05-28T00:00:00Z,2016-07-29T00:00:00Z,
http://www.wikidata.org/entity/Q52185770,Q52185770,τέχνες του θεάματος,Σόφια,1976-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q52186041,Q52186041,τέχνες του θεάματος,Αμβέρσα,1964-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q52186217,Q52186217,τέχνες του θεάματος,Οστένδη,1958-05-27T00:00:00Z,,
http://www.wikidata.org/entity/Q52186856,Q52186856,τέχνες του θεάματος,Βρυξέλλες,1947-10-15T00:00:00Z,,
http://www.wikidata.org/entity/Q52834751,Q52834751,"αστρολογία, τέχνες του θεάματος, δραματουργία",Κόρδοβα,1987-12-27T00:00:00Z,,
http://www.wikidata.org/entity/Q52835161,Q52835161,τέχνες του θεάματος,Γάνδη,1979-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q52835678,Q52835678,τέχνες του θεάματος,Q1367576,1962-06-28T00:00:00Z,,
http://www.wikidata.org/entity/Q52914982,Q52914982,"τέχνες του θεάματος, κουκλοθέατρο",Μαδρίτη,1958-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q272535,Λόρεν Τσάιλντ,εικονογράφηση,Λονδίνο,1965-11-29T00:00:00Z,,
http://www.wikidata.org/entity/Q272535,Λόρεν Τσάιλντ,εικονογράφηση,Q539528,1965-11-29T00:00:00Z,,
http://www.wikidata.org/entity/Q467786,Q467786,μαγικό τετράγωνο,Μάντσεστερ,1912-10-01T00:00:00Z,2014-08-10T00:00:00Z,
http://www.wikidata.org/entity/Q472756,Q472756,εννοιολογική τέχνη,Σοντσίνο,1933-07-13T00:00:00Z,1963-02-06T00:00:00Z,
http://www.wikidata.org/entity/Q590714,Q590714,ιστορία του σιδηροδρόμου,Q1008595,1930-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1622396,Q1622396,"δημοσιογραφία, πολιτική επιστήμη",Λιρ,1950-09-25T00:00:00Z,,
http://www.wikidata.org/entity/Q1623066,Q1623066,"οικονομικά, πολιτική, κηπουρική",Έπσομ,1726-12-01T00:00:00Z,1772-05-26T00:00:00Z,
http://www.wikidata.org/entity/Q1629793,Q1629793,"ψυχιατρική, ιατρική, νευρολογία, Ψυχοθεραπεία",Κολωνία,1936-02-28T00:00:00Z,2022-06-11T00:00:00Z,
http://www.wikidata.org/entity/Q1631854,Q1631854,τζαζ,Λονδίνο,1916-08-16T00:00:00Z,2011-02-04T00:00:00Z,
http://www.wikidata.org/entity/Q1631864,Q1631864,τζαζ,Σικάγο,2000-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1633463,Q1633463,"Καρστ, σπηλαιολογία",Βιέννη,1924-10-12T00:00:00Z,2013-12-15T00:00:00Z,
http://www.wikidata.org/entity/Q1650658,Q1650658,"ταινία, ζωγραφική, εικαστικές τέχνες",Βερολίνο,1935-05-28T00:00:00Z,2023-09-05T00:00:00Z,
http://www.wikidata.org/entity/Q1663507,Q1663507,τζαζ,Βερολίνο,1930-02-28T00:00:00Z,,
http://www.wikidata.org/entity/Q1667657,Q1667657,"τζαζ, μουσικολογία",Έσσεν,1948-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q2058040,Q2058040,Κόμικς,Λύνεμπουργκ,1971-10-31T00:00:00Z,,
http://www.wikidata.org/entity/Q2059969,Q2059969,φυσική,Φιλαδέλφεια,1961-01-15T00:00:00Z,,
http://www.wikidata.org/entity/Q2073652,Q2073652,"παιδαγωγική, κοινωνιολογία, Εκπαίδευση ενηλίκων",Νάουμπουργκ (Έσση),1946-09-22T00:00:00Z,,
http://www.wikidata.org/entity/Q2127799,Q2127799,"φυσική, μετεωρολογία, Αεροπορία",Q1268706,1874-08-17T00:00:00Z,1954-09-15T00:00:00Z,
http://www.wikidata.org/entity/Q2128477,Q2128477,"παιδαγωγική, εκπαίδευση",Δρέσδη,1943-07-11T00:00:00Z,2021-04-26T00:00:00Z,
http://www.wikidata.org/entity/Q2136115,Q2136115,"ραδιοφωνία, λογοτεχνία, δράμα",Βίλλεμστατ,1955-11-24T00:00:00Z,,
http://www.wikidata.org/entity/Q2163529,Q2163529,"φυσική, πολιτική",Χέρφορντ,1934-09-23T00:00:00Z,2023-08-16T00:00:00Z,
http://www.wikidata.org/entity/Q2163688,Q2163688,"παιδαγωγική, διδακτική, εκπαίδευση",Παντερμπόρν,1940-02-20T00:00:00Z,,
http://www.wikidata.org/entity/Q2164727,Q2164727,ιστορία,Q253987,1947-02-20T00:00:00Z,,
http://www.wikidata.org/entity/Q2166030,Q2166030,μουσική,Κρεμς αν ντερ Ντόναου,1956-03-03T00:00:00Z,,
http://www.wikidata.org/entity/Q2170753,Q2170753,"μουσική, μετάφραση, ραδιοφωνία",Χάρντερβεϊκ,1973-09-16T00:00:00Z,,
http://www.wikidata.org/entity/Q2209781,Λούσι Χώκινγκ,"πεζός λόγος, δημοσιογραφία, Φιλανθρωπία, εκλαϊκευμένη επιστήμη",Λονδίνο,1970-11-02T00:00:00Z,,Αγγλίδα δημοδιογράφος και συγγραφέας
http://www.wikidata.org/entity/Q2209781,Λούσι Χώκινγκ,"πεζός λόγος, δημοσιογραφία, Φιλανθρωπία, εκλαϊκευμένη επιστήμη",Κέιμπριτζ,1970-11-02T00:00:00Z,,Αγγλίδα δημοδιογράφος και συγγραφέας
http://www.wikidata.org/entity/Q4098008,Q4098008,"Βουδισμός, Αυγουστίνος Ιππώνος, Εκκλησιαστικοί Πατέρες, φιλοσοφία της θρησκείας",Αγγλία,1955-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q4208735,Q4208735,"ποίηση, φιλολογία, δημοσιογραφία γνώμης, Σλαβικές σπουδές",Μόσχα,1782-01-01T00:00:00Z,1813-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4208735,Q4208735,"ποίηση, φιλολογία, δημοσιογραφία γνώμης, Σλαβικές σπουδές",Μόσχα,1782-11-27T00:00:00Z,1813-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4208735,Q4208735,"ποίηση, φιλολογία, δημοσιογραφία γνώμης, Σλαβικές σπουδές",Μόσχα,1782-01-01T00:00:00Z,1813-06-07T00:00:00Z,
http://www.wikidata.org/entity/Q4208735,Q4208735,"ποίηση, φιλολογία, δημοσιογραφία γνώμης, Σλαβικές σπουδές",Μόσχα,1782-11-27T00:00:00Z,1813-06-07T00:00:00Z,
http://www.wikidata.org/entity/Q4239974,Q4239974,"μουσική, μουσικολογία, κλασική φιλολογία, ιστορία της μουσικής",Q1790427,1857-02-05T00:00:00Z,1937-02-09T00:00:00Z,
http://www.wikidata.org/entity/Q4265328,Q4265328,"πολιτική, δημοσιογραφία γνώμης, επιχείρηση",Χάρκοβο,1971-10-23T00:00:00Z,,
http://www.wikidata.org/entity/Q4388292,Q4388292,"πολιτική, δημοσιογραφία, εκδόσεις",Γκραντ Ράπιντς,1884-03-22T00:00:00Z,1951-04-18T00:00:00Z,
http://www.wikidata.org/entity/Q4502525,Q4502525,βοτανική,Πότσδαμ,1845-12-27T00:00:00Z,1897-08-05T00:00:00Z,
http://www.wikidata.org/entity/Q4583273,Q4583273,ποίηση,Q48529,1884-01-01T00:00:00Z,1956-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4583273,Q4583273,ποίηση,Q48529,1884-07-22T00:00:00Z,1956-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4583273,Q4583273,ποίηση,Q48529,1884-01-01T00:00:00Z,1956-12-03T00:00:00Z,
http://www.wikidata.org/entity/Q4583273,Q4583273,ποίηση,Q48529,1884-07-22T00:00:00Z,1956-12-03T00:00:00Z,
http://www.wikidata.org/entity/Q4725784,Q4725784,"γεωγραφία, γραφολογία",Λονδίνο,1923-06-08T00:00:00Z,2023-05-02T00:00:00Z,
http://www.wikidata.org/entity/Q19125928,Q19125928,λαογραφία,Βερολίνο,1853-01-01T00:00:00Z,1904-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q19125928,Q19125928,λαογραφία,Βερολίνο,1853-05-01T00:00:00Z,1904-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q19125928,Q19125928,λαογραφία,Βερολίνο,1853-01-01T00:00:00Z,1904-08-11T00:00:00Z,
http://www.wikidata.org/entity/Q19125928,Q19125928,λαογραφία,Βερολίνο,1853-05-01T00:00:00Z,1904-08-11T00:00:00Z,
http://www.wikidata.org/entity/Q19132985,Q19132985,λαογραφία,Ρίγα,1881-12-27T00:00:00Z,1930-12-03T00:00:00Z,
http://www.wikidata.org/entity/Q19145299,Q19145299,φιλολογία,Αμβούργο,1832-10-07T00:00:00Z,1900-07-27T00:00:00Z,
http://www.wikidata.org/entity/Q19145433,Q19145433,"μουσική εκπαίδευση, μουσικολογία, σύνθεση, μουσικό έργο/σύνθεση",Τεργέστη,1877-02-13T00:00:00Z,1942-01-06T00:00:00Z,
http://www.wikidata.org/entity/Q19196675,Q19196675,εικαστικές τέχνες,Βερολίνο,1863-12-08T00:00:00Z,1925-01-14T00:00:00Z,
http://www.wikidata.org/entity/Q19210790,Q19210790,"Μεσαίωνας, Ιστοριογραφία, ιστορική πηγή",Πόλη του Μεξικού,1852-10-15T00:00:00Z,1913-04-05T00:00:00Z,
http://www.wikidata.org/entity/Q19211003,Q19211003,"βιβλιοθηκονομία, αρχειονομία, κλασική φιλολογία",Κότμπους,1838-05-30T00:00:00Z,1906-01-12T00:00:00Z,
http://www.wikidata.org/entity/Q19214086,Q19214086,"φιλολογία, κλασική φιλολογία",Ράαμπ,1849-04-18T00:00:00Z,1915-09-20T00:00:00Z,
http://www.wikidata.org/entity/Q19215126,Q19215126,"λαογραφία, εθνολογία, δημοτικό τραγούδι",Κέμνιτς,1872-01-01T00:00:00Z,1924-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q19215126,Q19215126,"λαογραφία, εθνολογία, δημοτικό τραγούδι",Κέμνιτς,1872-05-04T00:00:00Z,1924-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q19215126,Q19215126,"λαογραφία, εθνολογία, δημοτικό τραγούδι",Κέμνιτς,1872-01-01T00:00:00Z,1924-08-24T00:00:00Z,
http://www.wikidata.org/entity/Q19215126,Q19215126,"λαογραφία, εθνολογία, δημοτικό τραγούδι",Κέμνιτς,1872-05-04T00:00:00Z,1924-08-24T00:00:00Z,
http://www.wikidata.org/entity/Q19219099,Q19219099,"θεολογία, εκπαιδευτικό σύστημα",Τσίταου,1664-04-26T00:00:00Z,1716-04-02T00:00:00Z,
http://www.wikidata.org/entity/Q19223301,Q19223301,"εικονογραφημένο χειρόγραφο, Ιστορία της Τέχνης",Q756581,1883-05-29T00:00:00Z,1942-07-10T00:00:00Z,
http://www.wikidata.org/entity/Q19225571,Q19225571,εθνογραφία,Q735041,1858-02-16T00:00:00Z,1930-05-18T00:00:00Z,
http://www.wikidata.org/entity/Q28018482,Q28018482,Στρατιωτική ιστορία,Q3427889,1946-01-22T00:00:00Z,,
http://www.wikidata.org/entity/Q29057392,Q29057392,Καθολική θεολογία,Q540822,1908-01-01T00:00:00Z,2000-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q29057392,Q29057392,Καθολική θεολογία,Q540822,1908-05-02T00:00:00Z,2000-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q29057392,Q29057392,Καθολική θεολογία,Q540822,1908-01-01T00:00:00Z,2000-12-18T00:00:00Z,
http://www.wikidata.org/entity/Q29057392,Q29057392,Καθολική θεολογία,Q540822,1908-05-02T00:00:00Z,2000-12-18T00:00:00Z,
http://www.wikidata.org/entity/Q52489693,Q52489693,τέχνες του θεάματος,Q21766156,1971-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q52494027,Q52494027,τέχνες του θεάματος,Σιγκαπούρη,1976-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q52496149,Q52496149,τέχνες του θεάματος,Q848988,1972-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1600940,Q1600940,"φιλοσοφία, ιατρική, Ιστορία της ιατρικής",Q426807,1946-08-08T00:00:00Z,,
http://www.wikidata.org/entity/Q1600967,Q1600967,"ραδιοφωνία, λογοτεχνία",Q555270,1908-02-13T00:00:00Z,1991-10-25T00:00:00Z,
http://www.wikidata.org/entity/Q1603909,Q1603909,"ιστορία, Ιστορική γεωγραφία",Q656236,1934-05-14T00:00:00Z,2008-10-14T00:00:00Z,
http://www.wikidata.org/entity/Q1604284,Q1604284,"φυσική, Φυσική στερεάς κατάστασης, Μοριακή Γενετική",Στάργκαρντ,1929-01-01T00:00:00Z,1997-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1606782,Q1606782,"Ρωσικά, Αγγλικά, γλωσσολογία",Καλίνινγκραντ,1920-10-08T00:00:00Z,1999-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1606782,Q1606782,"Ρωσικά, Αγγλικά, γλωσσολογία",Κούνιχσμπεργκ,1920-10-08T00:00:00Z,1999-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1623622,Q1623622,"πηνεκτομή, Χειρουργική επέμβαση αλλαγής φύλου (από άνδρα σε γυναίκα)",Πόζναν,1892-12-01T00:00:00Z,1966-10-30T00:00:00Z,
http://www.wikidata.org/entity/Q1630119,Q1630119,Στρατιωτική ιστορία,Λύμπαου,1874-06-14T00:00:00Z,1946-07-11T00:00:00Z,
http://www.wikidata.org/entity/Q1634607,Q1634607,"Ιστορία της ιατρικής, Σινολογία",Q115723,1943-08-19T00:00:00Z,,
http://www.wikidata.org/entity/Q1655257,Q1655257,Πιέρ Πάολο Παζολίνι,Όφενμπουργκ,1938-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1663104,Q1663104,"Εκκλησιαστική μουσική, διεύθυνση ορχήστρας",Βούπερταλ,1959-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q2039013,Q2039013,φορολογία,Q2769211,1939-10-12T00:00:00Z,,
http://www.wikidata.org/entity/Q2058645,Q2058645,τζαζ,Καμαρίο,1931-11-02T00:00:00Z,2004-02-23T00:00:00Z,
http://www.wikidata.org/entity/Q2061199,Q2061199,"ψυχιατρική, ψυχανάλυση, νευρολογία",Βερολίνο,1919-02-01T00:00:00Z,2003-06-19T00:00:00Z,
http://www.wikidata.org/entity/Q2061907,Q2061907,"οικονομικά, διοίκηση επιχειρήσεων",Μπαϊρόιτ,1918-12-16T00:00:00Z,2001-12-14T00:00:00Z,
http://www.wikidata.org/entity/Q2077969,Q2077969,τζαζ,Βασιλεία,1943-01-15T00:00:00Z,,
http://www.wikidata.org/entity/Q2112068,Q2112068,"Εσωτερική παθολογία, ιατρική, Αναρρίχηση, ορειβασία",Νέα Υόρκη,1913-01-01T00:00:00Z,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2112068,Q2112068,"Εσωτερική παθολογία, ιατρική, Αναρρίχηση, ορειβασία",Νέα Υόρκη,1913-08-24T00:00:00Z,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2112068,Q2112068,"Εσωτερική παθολογία, ιατρική, Αναρρίχηση, ορειβασία",Νέα Υόρκη,1913-01-01T00:00:00Z,2009-09-27T00:00:00Z,
http://www.wikidata.org/entity/Q2112068,Q2112068,"Εσωτερική παθολογία, ιατρική, Αναρρίχηση, ορειβασία",Νέα Υόρκη,1913-08-24T00:00:00Z,2009-09-27T00:00:00Z,
http://www.wikidata.org/entity/Q2129124,Q2129124,"δημοσιογραφία, ιστορία του πολιτισμού",Άϊζεναχ,1951-10-06T00:00:00Z,2016-04-26T00:00:00Z,
http://www.wikidata.org/entity/Q2140383,Q2140383,"ψυχολογία, Ψυχοθεραπεία, κλινική ψυχολογία",Κάσσελ,1939-09-26T00:00:00Z,,
http://www.wikidata.org/entity/Q2163686,Q2163686,"ψυχολογία, Αναπτυξιακή ψυχολογία",Βύρτσμπουργκ,1931-06-27T00:00:00Z,2024-05-24T00:00:00Z,
http://www.wikidata.org/entity/Q2167623,Q2167623,τζαζ,Λος Άντζελες,1909-03-18T00:00:00Z,2000-01-31T00:00:00Z,
http://www.wikidata.org/entity/Q2172022,Q2172022,τζαζ,Γκάθρι,1899-01-21T00:00:00Z,1985-08-25T00:00:00Z,
http://www.wikidata.org/entity/Q4124777,Q4124777,οικονομικά,Μπρνο,1862-04-20T00:00:00Z,1937-05-01T00:00:00Z,
http://www.wikidata.org/entity/Q4150647,Q4150647,"δημοσιογραφία, δημοσιογραφία γνώμης",Κοσάλιν,1956-11-09T00:00:00Z,,
http://www.wikidata.org/entity/Q4168767,Q4168767,"Οικονομική ιστορία, Κοινωνική ιστορία",Q1797189,1922-02-01T00:00:00Z,2001-02-27T00:00:00Z,
http://www.wikidata.org/entity/Q4213394,Q4213394,"Ιστορία της Τέχνης, εικαστικές τέχνες, έρευνα, λαϊκή τέχνη",Κίεβο,1941-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q4213394,Q4213394,"Ιστορία της Τέχνης, εικαστικές τέχνες, έρευνα, λαϊκή τέχνη",Κίεβο,1941-10-27T00:00:00Z,,
http://www.wikidata.org/entity/Q4455508,Q4455508,"θρησκειολογία, εθνογραφία, πολιτισμολογία",Βελίκι Ούστιουγκ,1950-07-02T00:00:00Z,,
http://www.wikidata.org/entity/Q4647796,Q4647796,γιόγκα,Ταμίλ Ναντού,1945-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q4721929,Q4721929,εκπαίδευση,Μαϊάμι Μπιτς,1957-10-15T00:00:00Z,,
http://www.wikidata.org/entity/Q4734294,Q4734294,δημοσιογραφία,Κανπούρ,1987-07-04T00:00:00Z,,
http://www.wikidata.org/entity/Q4746891,Q4746891,"ταινία, άσμα, στίχος, κινηματογραφική μουσική",Q257622,1979-07-11T00:00:00Z,,
http://www.wikidata.org/entity/Q4768368,Q4768368,δημοσιογραφία,Σπρίνγκφιλντ,1951-07-02T00:00:00Z,2022-09-07T00:00:00Z,
http://www.wikidata.org/entity/Q16360771,Q16360771,"ιστορία, φιλοσοφία, θεολογία",Q81729,1765-08-22T00:00:00Z,1827-07-29T00:00:00Z,
http://www.wikidata.org/entity/Q16404250,Q16404250,"ανατομία, χειρουργική, ανατομική παθολογία",Τάλιν,1808-10-04T00:00:00Z,1875-05-16T00:00:00Z,
http://www.wikidata.org/entity/Q16657452,Q16657452,"ιστορία, δημοσιογραφία γνώμης",Βαλπαραΐσο,1901-04-28T00:00:00Z,1974-03-17T00:00:00Z,
http://www.wikidata.org/entity/Q16888043,Q16888043,"επένδυση, μετοχή, μη μυθοπλαστική λογοτεχνία",Q182054,1972-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q17027823,Q17027823,ιστορία,Q5608946,1963-03-09T00:00:00Z,2024-04-04T00:00:00Z,
http://www.wikidata.org/entity/Q17561252,Q17561252,"Πολεμικό ναυτικό, Στρατιωτική ιστορία",Λίμπουργκ αν ντερ Λαν,1941-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q17640899,Q17640899,"διπλωματία, πολιτική",Κλουζ-Ναπόκα,1883-01-05T00:00:00Z,1971-04-02T00:00:00Z,
http://www.wikidata.org/entity/Q30346665,Q30346665,"δίκαιο, πολιτική δραστηριότητα",Μόσχα,1829-11-20T00:00:00Z,1915-07-19T00:00:00Z,
http://www.wikidata.org/entity/Q33120736,Q33120736,"φυσική, επιστημονικός σκεπτικισμός",Χάναου,1970-09-22T00:00:00Z,,
http://www.wikidata.org/entity/Q38395839,Q38395839,"ιστορία, πεζός λόγος, μετάφραση, δημοσιογραφία, μη μυθοπλαστική λογοτεχνία",Κλάγκενφουρτ,1974-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q39500475,Q39500475,"ιστορία, Πολεμικό ναυτικό, διπλωματία",Λιντς,1960-12-16T00:00:00Z,,
http://www.wikidata.org/entity/Q41428570,Q41428570,"πολιτική, Διοικητικό Δίκαιο",Βιέννη,1817-01-01T00:00:00Z,1855-01-17T00:00:00Z,
http://www.wikidata.org/entity/Q42196928,Q42196928,"ιστορία, πολιτική, Μεσαίωνας, μέσα ενημέρωσης, κοινωνικές επιστήμες, πολιτική επιστήμη",Q194366,1913-01-01T00:00:00Z,1977-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q42196928,Q42196928,"ιστορία, πολιτική, Μεσαίωνας, μέσα ενημέρωσης, κοινωνικές επιστήμες, πολιτική επιστήμη",Q194366,1913-01-01T00:00:00Z,1977-11-06T00:00:00Z,
http://www.wikidata.org/entity/Q42220664,Q42220664,"λογοκρισία, παιδαγωγική, δημοτικό σχολείο, σχολείο δευτεροβάθμιας εκπαίδευσης, εκπαιδευτικό σύστημα",Q675616,1774-02-20T00:00:00Z,1844-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q42220664,Q42220664,"λογοκρισία, παιδαγωγική, δημοτικό σχολείο, σχολείο δευτεροβάθμιας εκπαίδευσης, εκπαιδευτικό σύστημα",Q675616,1774-02-20T00:00:00Z,1844-04-21T00:00:00Z,
http://www.wikidata.org/entity/Q42220664,Q42220664,"λογοκρισία, παιδαγωγική, δημοτικό σχολείο, σχολείο δευτεροβάθμιας εκπαίδευσης, εκπαιδευτικό σύστημα",Q675616,1774-02-20T00:00:00Z,1844-04-22T00:00:00Z,
http://www.wikidata.org/entity/Q42841400,Q42841400,"μετάφραση, Γερμανική λογοτεχνία",Q539554,1783-05-11T00:00:00Z,1834-03-24T00:00:00Z,
