politician,politicianLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q23380,Ζαν Ωγκύστ Ντομινίκ Ενγκρ,ζωγραφική,Μοντωμπάν,1780-08-29T00:00:00Z,1867-01-14T00:00:00Z,Γάλλος ζωγράφος
http://www.wikidata.org/entity/Q24194,Αντρέι Σεπτίτσκι,"Εκκλησία, μοναχισμός",Πριλμπίτσι,1865-07-29T00:00:00Z,1944-11-01T00:00:00Z,Αρχιεπίσκοπος της Ουκρανικής Ελληνικής Καθολικής Εκκλησίας (1865-1944)
http://www.wikidata.org/entity/Q24692,Αλμάζμπεκ Αταμπάγιεφ,πολιτικός,Q12818392,1956-09-17T00:00:00Z,,
http://www.wikidata.org/entity/Q25854,Μίκλος Μπάνφφυ,"δίκαιο, εξωτερική πολιτική, σκηνογραφία, εικονογράφηση",Κλουζ-Ναπόκα,1873-12-30T00:00:00Z,1950-06-06T00:00:00Z,"Ούγγρος ιστορικός συγγραφέας, γραφίστας, σκηνοθέτης θεάτρου, φιλελεύθερος πολιτικός."
http://www.wikidata.org/entity/Q26419,Τζάστιν Ουέλμπι,Εκκλησία της Αγγλίας,Λονδίνο,1956-01-06T00:00:00Z,,"Αγγλικανός επίσκοπος, προκαθήμενος της Εκκλησίας της Αγγλίας ως Αρχιεπίσκοπος του Καντέρμπερι"
http://www.wikidata.org/entity/Q28085,Άντολφ Άιχμαν,"ναζισμός, έγκλημα πολέμου",Ζόλινγκεν,1906-03-19T00:00:00Z,1962-06-01T00:00:00Z,
http://www.wikidata.org/entity/Q28517,Τόντορ Ζίβκοβ,πολιτικός,Πράβετς,1911-09-07T00:00:00Z,1998-08-05T00:00:00Z,
http://www.wikidata.org/entity/Q52922,Καρλ Μπιλντ,"διεθνείς σχέσεις, πολιτική",Σουηδία,1949-07-15T00:00:00Z,,
http://www.wikidata.org/entity/Q52922,Καρλ Μπιλντ,"διεθνείς σχέσεις, πολιτική",Χάλμσταντ,1949-07-15T00:00:00Z,,
http://www.wikidata.org/entity/Q53037,Έτορε Σκόλα,ταινία,Q55133,1931-05-10T00:00:00Z,2016-01-19T00:00:00Z,ιταλός σκηνοθέτης και σεναριογράφος (1931-2016)
http://www.wikidata.org/entity/Q53460,Κορράδος Α΄ της Μαζόβια,ευγενείς,Πρωσία,1187-01-01T00:00:00Z,1247-09-07T00:00:00Z,
http://www.wikidata.org/entity/Q55775,Αλίνα Μαργκόλις-Έντελμαν,"ιατρική, παιδιατρική",Λοτζ,1922-04-18T00:00:00Z,2008-03-23T00:00:00Z,
http://www.wikidata.org/entity/Q55932,Λέσεκ Μπαλτσερόβιτς,οικονομικά,Λίπνο,1947-01-19T00:00:00Z,,Πολωνός οικονομολόγος
http://www.wikidata.org/entity/Q71949,Q71949,Οικονομική ιστορία,Σααρμπρύκεν,1912-08-03T00:00:00Z,2017-07-22T00:00:00Z,
http://www.wikidata.org/entity/Q72150,Q72150,"Ιουδαϊσμός, Σιωνισμός",Q2133213,1831-02-10T00:00:00Z,1902-09-18T00:00:00Z,
http://www.wikidata.org/entity/Q72201,Q72201,"θρησκεία, θεολογία, Ινδολογία",Q61658,1881-04-04T00:00:00Z,1962-02-18T00:00:00Z,
http://www.wikidata.org/entity/Q72292,Φρίντγιοφ Νάνσεν,ωκεανογραφία,Q606860,1861-10-10T00:00:00Z,1930-05-13T00:00:00Z,
http://www.wikidata.org/entity/Q72667,Q72667,πολιτικός,Γκέρα,1944-06-05T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q84445,Q84445,"παλαιοντολογία, παγετολογία, Αναρρίχηση, Προϊστορική αρχαιολογία, ζωολογία, γεωλογία, πολιτική",Φρίντριχσντορφ,1811-01-01T00:00:00Z,1882-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q84445,Q84445,"παλαιοντολογία, παγετολογία, Αναρρίχηση, Προϊστορική αρχαιολογία, ζωολογία, γεωλογία, πολιτική",Φρίντριχσντορφ,1811-02-13T00:00:00Z,1882-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q84445,Q84445,"παλαιοντολογία, παγετολογία, Αναρρίχηση, Προϊστορική αρχαιολογία, ζωολογία, γεωλογία, πολιτική",Φρίντριχσντορφ,1811-01-01T00:00:00Z,1882-02-23T00:00:00Z,
http://www.wikidata.org/entity/Q84445,Q84445,"παλαιοντολογία, παγετολογία, Αναρρίχηση, Προϊστορική αρχαιολογία, ζωολογία, γεωλογία, πολιτική",Φρίντριχσντορφ,1811-02-13T00:00:00Z,1882-02-23T00:00:00Z,
http://www.wikidata.org/entity/Q84561,Q84561,θεωρητική φυσική,Βιέννη,1888-03-23T00:00:00Z,1976-03-22T00:00:00Z,
http://www.wikidata.org/entity/Q84579,Q84579,γεωγραφία,Κρακοβία,1840-05-13T00:00:00Z,1917-01-13T00:00:00Z,
http://www.wikidata.org/entity/Q84612,Q84612,διπλωματία,Πετς,1860-02-18T00:00:00Z,1936-04-20T00:00:00Z,
http://www.wikidata.org/entity/Q84639,Q84639,"πολιτική, βιομηχανία",Q1008750,1874-09-23T00:00:00Z,1952-10-19T00:00:00Z,
http://www.wikidata.org/entity/Q84976,Q84976,Στρατιωτική υπηρεσία,Βασίλειο της Βοημίας,1815-06-30T00:00:00Z,1876-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q84976,Q84976,Στρατιωτική υπηρεσία,Q12040662,1815-06-30T00:00:00Z,1876-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q84976,Q84976,Στρατιωτική υπηρεσία,Βασίλειο της Βοημίας,1815-07-30T00:00:00Z,1876-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q84976,Q84976,Στρατιωτική υπηρεσία,Q12040662,1815-07-30T00:00:00Z,1876-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q84984,Q84984,"πολιτική, βιβλιοθηκονομία",Λειψία,1944-11-18T00:00:00Z,1999-11-22T00:00:00Z,
http://www.wikidata.org/entity/Q85225,Q85225,"δίκαιο, πολιτική, σιδηρόδρομος",Βιέννη,1844-01-29T00:00:00Z,1930-04-09T00:00:00Z,
http://www.wikidata.org/entity/Q85337,Εμίλ Σαξ,οικονομικά,Q1025158,1845-02-08T00:00:00Z,1927-03-25T00:00:00Z,Αυστριακός οικονομολόγος
http://www.wikidata.org/entity/Q85417,Q85417,"δίκαιο, Εκκλησιαστικό Δίκαιο",Βερολίνο,1835-12-25T00:00:00Z,1898-12-13T00:00:00Z,
http://www.wikidata.org/entity/Q86096,Q86096,"αρχαιολογία, Ιστορία της Τέχνης",Αμβέρσα,1826-03-27T00:00:00Z,1895-11-08T00:00:00Z,
http://www.wikidata.org/entity/Q86843,Q86843,αρχαιολογία,Q11780376,1899-09-13T00:00:00Z,1983-03-18T00:00:00Z,
http://www.wikidata.org/entity/Q86888,Q86888,"Δασολογία, χαρτογραφία",Q556680,1699-04-01T00:00:00Z,1776-05-25T00:00:00Z,
http://www.wikidata.org/entity/Q104622,Ταουακκούλ Κάρμαν,ανθρώπινα δικαιώματα,Ταΐζ,1979-02-07T00:00:00Z,,"Υεμένια δημοσιογράφος, πολιτικός, ακτιβίστρια για τα ανθρώπινα δικαιώματα και Νομπελίστρια"
http://www.wikidata.org/entity/Q104898,Νόρμαν Φόστερ,αρχιτεκτονική,Στόκπορτ,1935-06-01T00:00:00Z,,
http://www.wikidata.org/entity/Q105476,Q105476,λογοτεχνία,Q486541,1924-06-01T00:00:00Z,2005-12-09T00:00:00Z,
http://www.wikidata.org/entity/Q105934,Q105934,"οικονομικά, τραπεζικός κλάδος",Αμβούργο,1866-05-14T00:00:00Z,1921-04-29T00:00:00Z,
http://www.wikidata.org/entity/Q106363,Q106363,δοκίμιο,Βερολίνο,1949-10-09T00:00:00Z,,
http://www.wikidata.org/entity/Q107037,Λέιμα Γκμπόουι,ανθρώπινα δικαιώματα,Μονρόβια,1972-02-01T00:00:00Z,,Λιβεριανή ακτιβίστρια για την ειρήνη
http://www.wikidata.org/entity/Q108159,Q108159,δικηγόρος,Μποντενβέρντερ,1842-02-12T00:00:00Z,1908-03-18T00:00:00Z,
http://www.wikidata.org/entity/Q108742,Q108742,"Ιστορία της Τέχνης, Ιστορία της αρχιτεκτονικής, Μεσαιωνική αρχιτεκτονική",Γκέρλιτς,1859-07-04T00:00:00Z,1924-01-21T00:00:00Z,
http://www.wikidata.org/entity/Q108742,Q108742,"Ιστορία της Τέχνης, Ιστορία της αρχιτεκτονικής, Μεσαιωνική αρχιτεκτονική",Q506123,1859-07-04T00:00:00Z,1924-01-21T00:00:00Z,
http://www.wikidata.org/entity/Q108814,Q108814,οικονομικά,Ρίγα,1766-02-15T00:00:00Z,1835-11-13T00:00:00Z,
http://www.wikidata.org/entity/Q53028,Τζουλιάνο Μοντάλντο,υποκριτική,Γένοβα,1930-02-22T00:00:00Z,2023-09-06T00:00:00Z,ιταλός σκηνοθέτης
http://www.wikidata.org/entity/Q58626,Καρλ Γκέμπχαρντ,"χειρουργική, ιατρική",Q519928,1897-11-23T00:00:00Z,1948-06-02T00:00:00Z,
http://www.wikidata.org/entity/Q58667,Ότο Μπράουν,πολιτική,Κούνιχσμπεργκ,1872-01-28T00:00:00Z,1955-12-14T00:00:00Z,
http://www.wikidata.org/entity/Q58667,Ότο Μπράουν,πολιτική,Κούνιχσμπεργκ,1872-01-28T00:00:00Z,1955-12-15T00:00:00Z,
http://www.wikidata.org/entity/Q58720,Μιχαήλ Λομονόσοφ,"ιστορία, αστρονομία, φυσική, χημεία, μεταλλουργία, ορυκτολογία, φιλολογία, φιλοσοφία, φυσική ιστορία",Q122258199,1711-11-19T00:00:00Z,1765-04-15T00:00:00Z,"Ρώσος επιστήμονας, συγγραφέας και μαθηματικός"
http://www.wikidata.org/entity/Q58845,Q58845,οικονομικά,Έρλανγκεν,1835-03-25T00:00:00Z,1917-11-08T00:00:00Z,
http://www.wikidata.org/entity/Q62420,Q62420,"πολιτική, πολιτική επιστήμη",Σπροτάβα,1938-12-15T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q62594,Κάρολος Γ΄ Φίλιππος του Παλατινάτου,"πολιτική, Διακυβέρνηση",Νόιμπουργκ αν ντερ Ντονάου,1661-11-04T00:00:00Z,1742-12-31T00:00:00Z,εκλέκτορας του Παλατινάτου
http://www.wikidata.org/entity/Q62938,Q62938,βοτανική,Q882853,1773-09-04T00:00:00Z,1861-03-21T00:00:00Z,
http://www.wikidata.org/entity/Q62953,Ιούλιος του Βολφενμπύτελ,"πανεπιστήμιο, βιβλιοθήκη, πολιτική, ανώτατο εκπαιδευτικό ίδρυμα, ευγενείς",Βολφενμπύτελ,1528-07-09T00:00:00Z,1589-05-03T00:00:00Z,Πρίγκιπας του Βολφενμπύτελ και Κάλενμπεργκ
http://www.wikidata.org/entity/Q62970,Γκέραλντ Γκέτινγκ,"πολιτική, πολιτική επιστήμη",Νιτλέμπεν,1923-06-09T00:00:00Z,2015-05-19T00:00:00Z,
http://www.wikidata.org/entity/Q63036,Q63036,"βιολογία, ζωολογία",Τόργκαου,1823-02-21T00:00:00Z,1886-01-17T00:00:00Z,
http://www.wikidata.org/entity/Q63176,Q63176,"πολιτική, οικονομικά, δημοσιογραφία γνώμης",Βερολίνο,1779-06-30T00:00:00Z,1829-01-17T00:00:00Z,
http://www.wikidata.org/entity/Q63240,Βερνάρδος Α΄ της Σαξονίας-Μάινινγκεν,"πολιτική, ευγενείς, Διακυβέρνηση",Γκότα,1649-09-10T00:00:00Z,1706-04-27T00:00:00Z,
http://www.wikidata.org/entity/Q63380,Q63380,"πολιτική, δημοσιογραφία",Λούντβιχσχαφεν,1894-03-06T00:00:00Z,1934-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q63386,Q63386,"πολιτική, συντηρητισμός",Λύμπεν (Σπρίβαλτ),1805-01-01T00:00:00Z,1882-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q63386,Q63386,"πολιτική, συντηρητισμός",Λύμπεν (Σπρίβαλτ),1805-02-03T00:00:00Z,1882-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q63386,Q63386,"πολιτική, συντηρητισμός",Λύμπεν (Σπρίβαλτ),1805-01-01T00:00:00Z,1882-11-26T00:00:00Z,
http://www.wikidata.org/entity/Q63386,Q63386,"πολιτική, συντηρητισμός",Λύμπεν (Σπρίβαλτ),1805-02-03T00:00:00Z,1882-11-26T00:00:00Z,
http://www.wikidata.org/entity/Q63432,Q63432,"πολιτική, δίκαιο, χρηματοοικονομικά",Λειψία,1884-12-02T00:00:00Z,1945-02-02T00:00:00Z,
http://www.wikidata.org/entity/Q63441,Q63441,"βιολογία, βοτανική, ιατρική, Τύφος, υγειινή",Ράτενο,1905-08-15T00:00:00Z,1948-06-02T00:00:00Z,
http://www.wikidata.org/entity/Q63472,Φρειδερίκος Κάρολος της Βυρτεμβέργης-Βίννενταλ,πολιτική,Στουτγκάρδη,1652-09-12T00:00:00Z,1698-12-20T00:00:00Z,
http://www.wikidata.org/entity/Q63508,Q63508,"φιλοσοφία, κοινωνιολογία, δημοσιογραφία γνώμης, πολιτική δραστηριότητα",Λβιβ,1870-02-13T00:00:00Z,1936-11-11T00:00:00Z,
http://www.wikidata.org/entity/Q63810,Q63810,"οικολογία, πολιτική, Φυσικό περιβάλλον",Q866710,1948-04-06T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q64579,Q64579,"διπλωματία, φιλοσοφία, πολιτική, μετάφραση, λογοτεχνία, θέατρο, λογοτεχνική ανάλυση, επεξεργασία",Παρντουμπίτσε,1938-11-10T00:00:00Z,2011-10-28T00:00:00Z,
http://www.wikidata.org/entity/Q65248,Q65248,"διπλωματία, πολιτική",Αννόβερο,1735-08-28T00:00:00Z,1797-06-21T00:00:00Z,
http://www.wikidata.org/entity/Q65475,Q65475,βοτανική,Ντάρμστατ,1915-01-14T00:00:00Z,1991-12-17T00:00:00Z,
http://www.wikidata.org/entity/Q69382,Q69382,"τηλεόραση, ραδιοφωνία, ταινία, υποκριτική",Μπράουνσβαϊγκ,1901-07-07T00:00:00Z,1987-02-01T00:00:00Z,
http://www.wikidata.org/entity/Q70523,Q70523,φυσική,Βερολίνο,1820-04-11T00:00:00Z,1895-06-30T00:00:00Z,
http://www.wikidata.org/entity/Q70800,Q70800,βοτανική,Q199283,1849-02-03T00:00:00Z,1931-02-25T00:00:00Z,
http://www.wikidata.org/entity/Q70867,Q70867,"φιλοσοφία, κοινωνιολογία, πολιτική επιστήμη",Μόναχο,1882-11-11T00:00:00Z,1955-09-07T00:00:00Z,
http://www.wikidata.org/entity/Q70887,Q70887,"διπλωματία, πολιτική, τράπεζα, δημόσια υπηρεσία",Αννόβερο,1712-05-13T00:00:00Z,1772-02-18T00:00:00Z,
http://www.wikidata.org/entity/Q71249,Q71249,"ιστορία, Ιστοριογραφία",Μέμινγκεν,1811-03-26T00:00:00Z,1897-12-29T00:00:00Z,
http://www.wikidata.org/entity/Q71352,Q71352,"πεζός λόγος, πολιτική, δίκαιο, θρίλερ",Γκντανσκ,1927-02-04T00:00:00Z,2017-03-12T00:00:00Z,
http://www.wikidata.org/entity/Q71704,Q71704,"φιλοσοφία, θεολογία",Q539671,1766-03-06T00:00:00Z,1848-04-01T00:00:00Z,
http://www.wikidata.org/entity/Q71704,Q71704,"φιλοσοφία, θεολογία",Q539671,1766-03-26T00:00:00Z,1848-04-01T00:00:00Z,
http://www.wikidata.org/entity/Q71716,Χάινριχ Άμπεκεν,"διπλωματία, φιλοσοφία, θεολογία",Οσναμπρύκ,1809-08-19T00:00:00Z,1872-08-08T00:00:00Z,Γερμανός θεολόγος
http://www.wikidata.org/entity/Q84874,Q84874,ένοπλες δυνάμεις,Q3514035,1858-10-04T00:00:00Z,1939-10-16T00:00:00Z,
http://www.wikidata.org/entity/Q85575,Q85575,εκδόσεις,Μόναχο,1863-10-13T00:00:00Z,1941-09-03T00:00:00Z,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q85691,Q85691,διεθνείς σχέσεις,Σβερίν,1950-03-13T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q85796,Q85796,δημοσιογράφος,Νυρεμβέργη,1936-03-01T00:00:00Z,,
http://www.wikidata.org/entity/Q87277,Q87277,περιφερειακή πολιτική,Q670580,1919-09-07T00:00:00Z,2010-10-25T00:00:00Z,
http://www.wikidata.org/entity/Q87675,Q87675,γερμανολόγος,Βιέννη,1810-01-22T00:00:00Z,1873-04-28T00:00:00Z,
http://www.wikidata.org/entity/Q92459,Q92459,"ιστορία, πολιτική, Σλαβικές σπουδές",Μάισσεν,1944-05-03T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q93031,Βίκτορ Γκλουσκόφ,"μαθηματικά, άλγεβρα, Κυβερνητική",Ροστόφ επί του Ντον,1923-08-24T00:00:00Z,1982-01-30T00:00:00Z,Σοβιετικός μαθηματικός και πρωτοπόρος στην Πληροφορική
http://www.wikidata.org/entity/Q93503,Q93503,"φυσική, πολιτική",Βιέννη,1879-07-09T00:00:00Z,1960-01-02T00:00:00Z,
http://www.wikidata.org/entity/Q93996,Ερνστ Μαχ,"φυσική, Φιλοσοφία της επιστήμης",Q11341603,1838-02-18T00:00:00Z,1916-02-19T00:00:00Z,
http://www.wikidata.org/entity/Q94287,Q94287,"πεζός λόγος, ποίηση, δράμα",Βουδαπέστη,1878-12-30T00:00:00Z,1962-04-12T00:00:00Z,
http://www.wikidata.org/entity/Q96159,Q96159,"χημεία, οικολογία, πολιτική, προστασία του περιβάλλοντος",Μπούερ,1949-05-08T00:00:00Z,,
http://www.wikidata.org/entity/Q96665,Q96665,μαθηματικά,Νυρεμβέργη,1848-02-06T00:00:00Z,1923-02-04T00:00:00Z,
http://www.wikidata.org/entity/Q97537,Q97537,"ιστορία, πολιτική",Στσέτσιν,1814-01-13T00:00:00Z,1872-01-04T00:00:00Z,
http://www.wikidata.org/entity/Q97550,Q97550,"μαθηματικά, φιλοσοφία, πολιτική, οχύρωση, στρατιωτικό κτήριο",Μάιντς,1753-03-11T00:00:00Z,1825-09-09T00:00:00Z,
http://www.wikidata.org/entity/Q98058,Q98058,"φυσική, πολιτική, Φασματοσκοπία",Κολωνία,1874-09-16T00:00:00Z,1948-12-31T00:00:00Z,
http://www.wikidata.org/entity/Q99593,Q99593,ιστορία,Νίσα,1813-08-11T00:00:00Z,1872-03-26T00:00:00Z,
http://www.wikidata.org/entity/Q100200,Q100200,"ιστορία, πολιτική, θεολογία",Ντέμιν,1936-01-02T00:00:00Z,2023-10-20T00:00:00Z,
http://www.wikidata.org/entity/Q100231,Q100231,"φυσική, πολιτική",Q240283,1901-08-01T00:00:00Z,1982-08-06T00:00:00Z,
http://www.wikidata.org/entity/Q100991,Q100991,"πολιτική, ιστορία",Q36581002,1808-01-01T00:00:00Z,1868-01-24T00:00:00Z,
http://www.wikidata.org/entity/Q100991,Q100991,"πολιτική, ιστορία",Q36581002,1810-10-10T00:00:00Z,1868-01-24T00:00:00Z,
http://www.wikidata.org/entity/Q101183,Q101183,δημόσιο δίκαιο,Καρλσρούη,1936-08-05T00:00:00Z,,
http://www.wikidata.org/entity/Q101338,Q101338,"δίκαιο, Διαχείριση",Q529809,1904-07-29T00:00:00Z,2000-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q101338,Q101338,"δίκαιο, Διαχείριση",Q529809,1904-07-29T00:00:00Z,2000-05-14T00:00:00Z,
http://www.wikidata.org/entity/Q106103,Q106103,Ρωμαϊκό Δίκαιο,Παρίσι,1843-06-14T00:00:00Z,1919-02-19T00:00:00Z,
http://www.wikidata.org/entity/Q106141,Q106141,αμπελοκομία,Έτλινγκεν,1837-08-02T00:00:00Z,1896-03-05T00:00:00Z,
http://www.wikidata.org/entity/Q58579,Έριχ Λούντεντορφ,"Α΄ Παγκόσμιος Πόλεμος, πολιτική",Q3545701,1865-04-09T00:00:00Z,1937-12-20T00:00:00Z,
http://www.wikidata.org/entity/Q60133,Q60133,αστρονομία,Βερολίνο,1797-01-04T00:00:00Z,1850-03-27T00:00:00Z,
http://www.wikidata.org/entity/Q60969,Q60969,βοτανική,Στράλζουντ,1807-01-15T00:00:00Z,1892-05-02T00:00:00Z,
http://www.wikidata.org/entity/Q61027,Q61027,"Α΄ Παγκόσμιος Πόλεμος, διπλωματία, στράτευμα, πολιτική δραστηριότητα",Q558616,1869-01-01T00:00:00Z,1927-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q61027,Q61027,"Α΄ Παγκόσμιος Πόλεμος, διπλωματία, στράτευμα, πολιτική δραστηριότητα",Q558616,1869-01-25T00:00:00Z,1927-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q61027,Q61027,"Α΄ Παγκόσμιος Πόλεμος, διπλωματία, στράτευμα, πολιτική δραστηριότητα",Q558616,1869-01-01T00:00:00Z,1927-07-08T00:00:00Z,
http://www.wikidata.org/entity/Q61027,Q61027,"Α΄ Παγκόσμιος Πόλεμος, διπλωματία, στράτευμα, πολιτική δραστηριότητα",Q558616,1869-01-25T00:00:00Z,1927-07-08T00:00:00Z,
http://www.wikidata.org/entity/Q61990,Q61990,βοτανική,Q66598,1789-12-14T00:00:00Z,1839-09-09T00:00:00Z,
http://www.wikidata.org/entity/Q62087,Q62087,"δίκαιο, διπλωματία, πολιτική",Μπισβιλέρ,1880-03-13T00:00:00Z,1953-05-27T00:00:00Z,
http://www.wikidata.org/entity/Q62116,Q62116,θεολόγος,Μπάμπεργκ,1799-02-28T00:00:00Z,1890-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q62116,Q62116,θεολόγος,Μπάμπεργκ,1799-02-28T00:00:00Z,1890-01-10T00:00:00Z,
http://www.wikidata.org/entity/Q62116,Q62116,θεολόγος,Μπάμπεργκ,1799-02-28T00:00:00Z,1890-01-14T00:00:00Z,
http://www.wikidata.org/entity/Q62206,Q62206,"πολιτική, διεθνείς σχέσεις",Q546754,1922-03-18T00:00:00Z,2015-08-19T00:00:00Z,
http://www.wikidata.org/entity/Q62279,Q62279,"πολιτική, πολιτική επιστήμη",Λύμπεκ,1939-11-09T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q62400,Q62400,"πολιτική, ιστορία, πολιτική επιστήμη, λογοτεχνία, δημοσιογραφία γνώμης",Δρέσδη,1834-09-15T00:00:00Z,1896-04-28T00:00:00Z,
http://www.wikidata.org/entity/Q63769,Ιωάννης Ερνέστος Δ΄ της Σαξονίας-Κόμπουργκ-Ζάαλφελντ,"πολιτική, ευγενείς, Στρατιωτική υπηρεσία, Διακυβέρνηση",Γκότα,1658-08-22T00:00:00Z,1729-12-17T00:00:00Z,
http://www.wikidata.org/entity/Q63815,Q63815,"πολιτική, ιολογία, βιολογικό όπλο, Βιολογικός πόλεμος",Μπίλεφελντ,1894-01-31T00:00:00Z,1969-10-10T00:00:00Z,
http://www.wikidata.org/entity/Q63879,Κρις Κρίστι,πολιτική,Νιούαρκ,1962-09-06T00:00:00Z,,
http://www.wikidata.org/entity/Q64043,Q64043,"πολιτική, λογοτεχνία",Αμβούργο,1926-06-14T00:00:00Z,2016-08-14T00:00:00Z,
http://www.wikidata.org/entity/Q64176,Q64176,"πολιτική, δίκαιο",Λούντβιχσχαφεν,1930-01-28T00:00:00Z,2021-08-12T00:00:00Z,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q64467,Q64467,"πολιτική, ναζισμός",Μάινινγκεν,1905-05-01T00:00:00Z,1998-05-04T00:00:00Z,
http://www.wikidata.org/entity/Q64812,Q64812,πολιτική,Γκλιβίτσε,1903-09-03T00:00:00Z,1986-12-29T00:00:00Z,
http://www.wikidata.org/entity/Q65032,Q65032,"πολιτική, κυβέρνηση",Q1285532,1893-03-28T00:00:00Z,1978-11-24T00:00:00Z,
http://www.wikidata.org/entity/Q69115,Q69115,"πολιτική, δίκαιο",Q489160,1912-03-31T00:00:00Z,1989-05-18T00:00:00Z,
http://www.wikidata.org/entity/Q69249,Αλβέρτος Ε΄ της Σαξονίας-Κόμπουργκ,"πολιτική, ευγενείς, Διακυβέρνηση",Γκότα,1648-05-24T00:00:00Z,1699-08-06T00:00:00Z,
http://www.wikidata.org/entity/Q69289,Q69289,"Φιλελευθερισμός, δίκαιο, οικονομικά, πολιτική επιστήμη, οικονομική  θεωρία",Κωνσταντία,1895-02-16T00:00:00Z,1977-09-26T00:00:00Z,
http://www.wikidata.org/entity/Q69395,Q69395,"πολιτική, δίκαιο",Λύνεμπουργκ,1824-07-10T00:00:00Z,1902-08-07T00:00:00Z,
http://www.wikidata.org/entity/Q69435,Φριτς Μπραχτ,"πολιτική, ναζισμός",Q14953,1899-01-18T00:00:00Z,1945-05-09T00:00:00Z,
http://www.wikidata.org/entity/Q70767,Ερνστ Νίκις,"πολιτική, λογοτεχνία, εκδοτικός οίκος",Τσεμπνίτσα,1889-05-23T00:00:00Z,1967-05-23T00:00:00Z,
http://www.wikidata.org/entity/Q70965,Q70965,"πολιτική, δημοσιογραφία",Q21159,1869-08-18T00:00:00Z,1943-11-21T00:00:00Z,
http://www.wikidata.org/entity/Q71102,Q71102,"πολιτική, λογοτεχνία, δημοσιογραφία",Λεγκνίτσα,1818-09-03T00:00:00Z,1890-11-08T00:00:00Z,
http://www.wikidata.org/entity/Q71172,Φίλιππος Λουδοβίκος Β΄ του Χάναου-Μύντσενμπεργκ,"πολιτική, ευγενείς",Χάναου,1576-11-18T00:00:00Z,1612-08-09T00:00:00Z,
http://www.wikidata.org/entity/Q71335,Q71335,"πολιτική, δίκαιο, Εμπορικό Δίκαιο",Γκντανσκ,1829-05-30T00:00:00Z,1897-07-16T00:00:00Z,
http://www.wikidata.org/entity/Q71371,Q71371,"πολιτική, δίκαιο",Αμβούργο,1941-08-13T00:00:00Z,2016-08-23T00:00:00Z,
http://www.wikidata.org/entity/Q71428,Γουλιέλμος Λουδοβίκος του Νάσσαου-Ντίλενμπουργκ,"πολιτική, Στρατιωτική υπηρεσία, δημόσια υπηρεσία",Ντίλλενμπουργκ,1560-03-23T00:00:00Z,1620-05-31T00:00:00Z,
http://www.wikidata.org/entity/Q71529,Q71529,"πολιτική, Βιβλιοπωλείο, εκδοτικός οίκος",Στουτγκάρδη,1764-04-27T00:00:00Z,1832-12-29T00:00:00Z,
http://www.wikidata.org/entity/Q71529,Q71529,"πολιτική, Βιβλιοπωλείο, εκδοτικός οίκος",Μόναχο,1764-04-27T00:00:00Z,1832-12-29T00:00:00Z,
http://www.wikidata.org/entity/Q92316,Q92316,πολιτική,Νοϊκέλν,1892-07-27T00:00:00Z,1973-09-13T00:00:00Z,
http://www.wikidata.org/entity/Q92371,Q92371,πολιτική,Q498596,1849-07-16T00:00:00Z,1909-06-03T00:00:00Z,
http://www.wikidata.org/entity/Q93113,Κολούτσιο Σαλουτάτι,φιλοσοφία,Στινιάνο,1331-02-24T00:00:00Z,1406-05-13T00:00:00Z,
http://www.wikidata.org/entity/Q93375,Q93375,"πολιτική, Ψήσιμο",Q3708779,1899-08-26T00:00:00Z,1978-07-16T00:00:00Z,
http://www.wikidata.org/entity/Q93397,Q93397,"φιλοσοφία, μαρξισμός, παιδαγωγική, κοινωνιολογία, πολιτική επιστήμη",Βιέννη,1873-01-15T00:00:00Z,1937-06-28T00:00:00Z,
http://www.wikidata.org/entity/Q94108,Q94108,"οικολογία, πολιτική, εκπαίδευση, δημοσιογραφία, Πράσινοι",Δρέσδη,1927-03-11T00:00:00Z,2015-12-22T00:00:00Z,
http://www.wikidata.org/entity/Q94424,Q94424,"πολιτική, Οικονομική ιστορία",Βιέννη,1853-12-31T00:00:00Z,1925-07-29T00:00:00Z,
