musician,musicianLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q445829,Μανού Ντιμπανγκό,μουσική,Ντουάλα,1933-12-12T00:00:00Z,2020-03-24T00:00:00Z,Καμερουνέζος μουσικός
http://www.wikidata.org/entity/Q447421,Q447421,μουσική,"Πόρτλαντ, Όρεγκον",1893-03-18T00:00:00Z,1971-03-18T00:00:00Z,
http://www.wikidata.org/entity/Q447509,Q447509,μουσική,Φιλαδέλφεια,1956-04-06T00:00:00Z,2020-04-07T00:00:00Z,
http://www.wikidata.org/entity/Q449290,Q449290,μπλουζ,Όουκλαντ,1963-03-02T00:00:00Z,,
http://www.wikidata.org/entity/Q449371,Τέντι Πέντεργκρας,μουσική,Φιλαδέλφεια,1950-03-26T00:00:00Z,2010-01-13T00:00:00Z,
http://www.wikidata.org/entity/Q450080,Q450080,μουσική,Q2024646,1943-06-29T00:00:00Z,2003-04-10T00:00:00Z,
http://www.wikidata.org/entity/Q450995,Αλί Πριμέρα,"ποίηση, μουσική",Κόρο,1942-10-31T00:00:00Z,1985-02-16T00:00:00Z,
http://www.wikidata.org/entity/Q451680,Q451680,"όπερα, άσμα",Σαγκάη,1865-08-13T00:00:00Z,1952-06-13T00:00:00Z,
http://www.wikidata.org/entity/Q451680,Q451680,"όπερα, άσμα",Q1152171,1865-08-13T00:00:00Z,1952-06-13T00:00:00Z,
http://www.wikidata.org/entity/Q452250,Gentleman,μουσική,Οσναμπρύκ,1975-04-19T00:00:00Z,,
http://www.wikidata.org/entity/Q454174,Q454174,ποίηση,Σίδνεϊ,1959-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q455344,Q455344,μουσική,Χέλενα,1952-07-17T00:00:00Z,1997-12-16T00:00:00Z,
http://www.wikidata.org/entity/Q455388,Q455388,"μουσική, άσμα, μουσική εκπαίδευση, διεύθυνση ορχήστρας, μουσικολογία",Ντέσαου,1822-08-15T00:00:00Z,1892-05-02T00:00:00Z,
http://www.wikidata.org/entity/Q491119,Q491119,"κλασική μουσική, ροκ, κινηματογραφική μουσική",Κοπεγχάγη,1947-07-17T00:00:00Z,,
http://www.wikidata.org/entity/Q744977,Q744977,όπερα,Πεσκάρα,1973-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q780563,Q780563,"μπαρόκ μουσική, πρώιμη μουσική",Κόμπε,1957-10-29T00:00:00Z,,
http://www.wikidata.org/entity/Q792888,Q792888,τζαζ,Κωνσταντινούπολη,1962-05-12T00:00:00Z,,
http://www.wikidata.org/entity/Q827425,Q827425,τζαζ,Λειψία,1948-05-20T00:00:00Z,,
http://www.wikidata.org/entity/Q862329,Q862329,τζαζ,Q966405,1941-09-27T00:00:00Z,2018-01-14T00:00:00Z,
http://www.wikidata.org/entity/Q863142,Q863142,"ροκ εντ ρολ, μουσική βιομηχανία",Q1010240,1942-04-03T00:00:00Z,2015-10-06T00:00:00Z,
http://www.wikidata.org/entity/Q1443927,Q1443927,τζαζ,Πρόβιντενς,1917-12-25T00:00:00Z,1973-05-24T00:00:00Z,
http://www.wikidata.org/entity/Q1446549,Q1446549,"λογοτεχνία, δημοσιογραφία",Q518663,1959-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1531551,Q1531551,ζωγραφική,Ζυρίχη,1955-09-22T00:00:00Z,,
http://www.wikidata.org/entity/Q2616291,Q2616291,κινηματογραφική μουσική,Πίλζεν,1907-04-24T00:00:00Z,1983-07-05T00:00:00Z,
http://www.wikidata.org/entity/Q2621011,Q2621011,κινηματογραφική μουσική,Σαιντ Πωλ,1911-03-18T00:00:00Z,1971-02-20T00:00:00Z,
http://www.wikidata.org/entity/Q3059616,Q3059616,"μουσική, πεζός λόγος, μυθιστόρημα, δοκίμιο, υπερρεαλισμός, Ισπανική λογοτεχνία",Λα Κορούνια,1912-11-28T00:00:00Z,2001-10-24T00:00:00Z,
http://www.wikidata.org/entity/Q3063501,Q3063501,"μουσική, Κόμικς",Μονπελιέ,1973-08-10T00:00:00Z,,
http://www.wikidata.org/entity/Q3072339,Q3072339,μουσική,Μπάνγκορ,1972-02-26T00:00:00Z,,
http://www.wikidata.org/entity/Q3081379,Q3081379,μουσική,Μπαγιόν,1938-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q3081379,Q3081379,μουσική,Μπαγιόν,1938-01-27T00:00:00Z,,
http://www.wikidata.org/entity/Q3083124,Q3083124,μουσική,Βιέννη,1808-10-02T00:00:00Z,1857-01-19T00:00:00Z,
http://www.wikidata.org/entity/Q3090843,Q3090843,"μουσική, Ηλεκτρονική χορευτική μουσική",Φουκουτσιγιάμα,1972-05-01T00:00:00Z,,
http://www.wikidata.org/entity/Q3098870,Q3098870,μουσική,Κέμι,1973-09-28T00:00:00Z,,
http://www.wikidata.org/entity/Q3113057,Q3113057,μουσική,Σάο Πάολο,1940-06-25T00:00:00Z,,
http://www.wikidata.org/entity/Q3124018,Q3124018,"μουσική, Γαλλική λογοτεχνία, μουσικολογία, βιβλιοθηκονομία, ιστορία της μουσικής",Μεζιέ,1943-11-08T00:00:00Z,,
http://www.wikidata.org/entity/Q3124259,Q3124259,"μουσική, λιμπρέτο, σύνθεση",Μπουλόν-Μπιγιανκούρ,1953-06-24T00:00:00Z,,
http://www.wikidata.org/entity/Q3129453,Q3129453,"μουσική, δημοσιογραφία γνώμης",Q2367586,1969-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q3138692,Q3138692,μουσική,Σαν Φρανσίσκο,1974-12-01T00:00:00Z,,
http://www.wikidata.org/entity/Q3141639,Q3141639,μουσική,Q1027127,1961-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q3142015,Q3142015,"ποίηση, μουσική",Μασσαλία,1920-02-28T00:00:00Z,2016-01-16T00:00:00Z,
http://www.wikidata.org/entity/Q3142015,Q3142015,"ποίηση, μουσική",Μασσαλία,1920-03-03T00:00:00Z,2016-01-16T00:00:00Z,
http://www.wikidata.org/entity/Q3144816,Q3144816,"μουσική, πιανιστική ερμηνεία",Μόντρεαλ,1960-02-05T00:00:00Z,,
http://www.wikidata.org/entity/Q3154998,Q3154998,μουσική,Παρίσι,1961-03-09T00:00:00Z,,
http://www.wikidata.org/entity/Q3159726,Q3159726,μουσική,Βρέστη,1957-04-09T00:00:00Z,2020-04-21T00:00:00Z,
http://www.wikidata.org/entity/Q3163030,Q3163030,μουσική,Βέλγιο,1976-04-30T00:00:00Z,,
http://www.wikidata.org/entity/Q3163173,Q3163173,μουσική,Μπουένος Άιρες,1975-07-03T00:00:00Z,,
http://www.wikidata.org/entity/Q3166178,Q3166178,"ποίηση, μουσικολογία",Παμπλόνα,1955-03-27T00:00:00Z,,
http://www.wikidata.org/entity/Q3173288,Q3173288,"μουσική, υποκριτική",8ο δημοτικό διαμέρισμα της Μασσαλίας,1895-08-20T00:00:00Z,1979-04-02T00:00:00Z,
http://www.wikidata.org/entity/Q3176338,Q3176338,μουσική,Γκάουλερ,1976-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q3177308,Q3177308,"μουσική, δράμα, τρόμος",Λιντς,1966-06-14T00:00:00Z,,
http://www.wikidata.org/entity/Q360663,Τόμας Φ. Γουίλσον,"τηλεόραση, ταινία, Μεταγλώττιση",Φιλαδέλφεια,1959-04-15T00:00:00Z,,
http://www.wikidata.org/entity/Q443813,Q443813,σύνθεση,Πασαντίνα,1955-06-02T00:00:00Z,,
http://www.wikidata.org/entity/Q443897,Q443897,σύνθεση,Q2309285,1973-06-26T00:00:00Z,,
http://www.wikidata.org/entity/Q445385,Q445385,"Ηλεκτρονική χορευτική μουσική, σύνθεση, μουσικό έργο/σύνθεση",Q988568,1935-03-30T00:00:00Z,,
http://www.wikidata.org/entity/Q445481,Q445481,σύνθεση,Q1840466,1988-07-07T00:00:00Z,,
http://www.wikidata.org/entity/Q445648,Q445648,σύνθεση,Ατλάντα,1979-08-24T00:00:00Z,,
http://www.wikidata.org/entity/Q445863,Q445863,σύνθεση,Πακίπσι,1965-08-09T00:00:00Z,,
http://www.wikidata.org/entity/Q448193,Q448193,Βίντεο αρτ,Μάντισον,1973-04-11T00:00:00Z,,
http://www.wikidata.org/entity/Q448558,Q448558,τέχνες του θεάματος,Τανδίλ,1967-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q449627,Q449627,σύνθεση,Χόλυγουντ,2000-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q450412,Q450412,κοινωνιολογία,Σικάγο,1943-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q451812,Q451812,σύνθεση,Λονδίνο,1989-08-23T00:00:00Z,,
http://www.wikidata.org/entity/Q452252,Q452252,σύνθεση,Q1003082,1925-10-22T00:00:00Z,2012-02-14T00:00:00Z,
http://www.wikidata.org/entity/Q455584,Τζουλιάνο Μερ Καμίς,"ταινία, θέατρο, υποκριτική, ακτιβισμός",Ναζαρέτ,1958-05-29T00:00:00Z,2011-04-04T00:00:00Z,
http://www.wikidata.org/entity/Q509341,Q509341,σύνθεση,Ουίντσορ,1973-01-17T00:00:00Z,,
http://www.wikidata.org/entity/Q511364,Q511364,τέχνες του θεάματος,Κάρντιφ,1964-10-16T00:00:00Z,,
http://www.wikidata.org/entity/Q743051,Q743051,ροκ,Λονδίνο,1944-06-21T00:00:00Z,2018-06-12T00:00:00Z,
http://www.wikidata.org/entity/Q743791,Q743791,"σύνθεση, μουσικό έργο/σύνθεση, διεύθυνση ορχήστρας",Σαγκάη,1949-07-10T00:00:00Z,,
http://www.wikidata.org/entity/Q743791,Q743791,"σύνθεση, μουσικό έργο/σύνθεση, διεύθυνση ορχήστρας",Q2260574,1949-07-10T00:00:00Z,,
http://www.wikidata.org/entity/Q765743,Q765743,μουσικολογία,Βερολίνο,1892-02-22T00:00:00Z,1937-08-21T00:00:00Z,
http://www.wikidata.org/entity/Q778381,Γέζι Ματουσκιέβιτς,"σύνθεση, κινηματογραφική μουσική, μουσικό έργο/σύνθεση, πιανιστική ερμηνεία",Γιάσουο,1928-04-10T00:00:00Z,2021-07-31T00:00:00Z,
http://www.wikidata.org/entity/Q793173,Q793173,μπλουζ,Λέστερ,1976-11-14T00:00:00Z,,
http://www.wikidata.org/entity/Q794747,Q794747,ρέγκε,Κίνγκστον,1949-04-19T00:00:00Z,,
http://www.wikidata.org/entity/Q809069,Q809069,"ποπ μουσική, σύνθεση, μουσικό έργο/σύνθεση, δημοφιλής μουσική",Γουίγκαν,1935-07-12T00:00:00Z,2021-04-16T00:00:00Z,
http://www.wikidata.org/entity/Q816565,Μπεν Μέντελσον,υποκριτική,Μελβούρνη,1969-04-03T00:00:00Z,,
http://www.wikidata.org/entity/Q863073,Q863073,ηθοποιός,Q956246,1962-04-01T00:00:00Z,,
http://www.wikidata.org/entity/Q863073,Q863073,ηθοποιός,Q956246,1962-04-02T00:00:00Z,,
http://www.wikidata.org/entity/Q867737,Q867737,φωτογραφία,Λίβερπουλ,1954-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q961443,Q961443,τέχνες του θεάματος,Φερράρα,1961-04-05T00:00:00Z,,
http://www.wikidata.org/entity/Q1441287,Q1441287,θέατρο,Βερολίνο,1901-09-06T00:00:00Z,1972-09-22T00:00:00Z,
http://www.wikidata.org/entity/Q1444356,Q1444356,τέχνες του θεάματος,Μέχελεν,1966-03-19T00:00:00Z,,
http://www.wikidata.org/entity/Q1447531,Q1447531,"μουσικός αυτοσχεδιασμός, Εκκλησιαστική μουσική",Στράουμπινγκ,1959-09-24T00:00:00Z,,
http://www.wikidata.org/entity/Q1447531,Q1447531,"μουσικός αυτοσχεδιασμός, Εκκλησιαστική μουσική",Q504425,1959-09-24T00:00:00Z,,
http://www.wikidata.org/entity/Q1448174,Q1448174,εναλλακτική ιατρική,Λωζάνη,1962-01-31T00:00:00Z,,
http://www.wikidata.org/entity/Q1449594,Q1449594,Εκκλησιαστική μουσική,Q553756,1861-03-04T00:00:00Z,1924-07-14T00:00:00Z,
http://www.wikidata.org/entity/Q1461817,Q1461817,"θέατρο, δράμα, τέχνες του θεάματος",Μπράντενμπουργκ αν ντερ Χάβελ,1938-03-01T00:00:00Z,,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q1474136,Q1474136,Μεσαιωνική μουσική,Πράγα,1285-01-01T00:00:00Z,1350-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1529776,Q1529776,παράνομο εμπόριο ναρκωτικών,Q1687279,1979-12-10T00:00:00Z,,
http://www.wikidata.org/entity/Q4309945,Q4309945,μουσική,Κίνγκστον απόν Χαλ,1960-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q4309945,Q4309945,μουσική,Κίνγκστον απόν Χαλ,1960-08-18T00:00:00Z,,
http://www.wikidata.org/entity/Q4310539,Q4310539,μουσική,Χάμερσμιθ,1935-08-07T00:00:00Z,2010-10-28T00:00:00Z,
http://www.wikidata.org/entity/Q4316533,Q4316533,μουσική,Q975788,1918-09-09T00:00:00Z,1975-07-05T00:00:00Z,
http://www.wikidata.org/entity/Q4332140,Q4332140,"ποίηση, μουσική, πεζός λόγος, στίχος",Αγία Πετρούπολη,1963-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q4332140,Q4332140,"ποίηση, μουσική, πεζός λόγος, στίχος",Αγία Πετρούπολη,1963-10-08T00:00:00Z,,
http://www.wikidata.org/entity/Q4342187,Q4342187,"μουσική, διεύθυνση ορχήστρας",Περμ,1887-02-02T00:00:00Z,1953-01-06T00:00:00Z,
http://www.wikidata.org/entity/Q4344356,Q4344356,"μουσική, δράμα, κινηματογραφική μουσική",Γεκατερίνμπουργκ,1958-01-12T00:00:00Z,,
http://www.wikidata.org/entity/Q4360256,Q4360256,μουσική,Μαγδεβούργο,1926-04-02T00:00:00Z,2008-06-04T00:00:00Z,
http://www.wikidata.org/entity/Q4362544,Q4362544,μουσική,Κίεβο,1933-02-15T00:00:00Z,2023-07-06T00:00:00Z,
http://www.wikidata.org/entity/Q4363321,Q4363321,"μουσική, χορός, παραδοσιακή μουσική",Q4542285,1880-10-01T00:00:00Z,1965-08-29T00:00:00Z,
http://www.wikidata.org/entity/Q4390820,Q4390820,μουσική,Ορλοβά,1945-12-11T00:00:00Z,2015-12-26T00:00:00Z,
http://www.wikidata.org/entity/Q4400924,Q4400924,μουσική,Γκέτσο,1976-11-22T00:00:00Z,,
http://www.wikidata.org/entity/Q4430632,Q4430632,"μουσική, μουσικολογία, πιανιστική ερμηνεία",Ρώμη,1935-07-29T00:00:00Z,2022-12-31T00:00:00Z,
http://www.wikidata.org/entity/Q4457823,Q4457823,μουσική,Σαγκναί,1963-05-30T00:00:00Z,,
http://www.wikidata.org/entity/Q4469971,Q4469971,μουσική,Τσέλμσφορντ,1932-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q4482551,Q4482551,"μουσική, μουσική εκπαίδευση",Μόσχα,1952-01-08T00:00:00Z,,
http://www.wikidata.org/entity/Q4502845,Q4502845,"μουσική, λιμπρέτο",Μύνστερ,1845-05-22T00:00:00Z,1889-01-19T00:00:00Z,
http://www.wikidata.org/entity/Q4516533,Q4516533,μουσική,Ρίο ντε Τζανέιρο,1955-07-20T00:00:00Z,,
http://www.wikidata.org/entity/Q4518785,Q4518785,"ποίηση, μυθιστόρημα, δημοσιογραφία",Μόσχα,1975-03-10T00:00:00Z,,
http://www.wikidata.org/entity/Q4520076,Q4520076,μουσική,Ζυρίχη,1919-01-01T00:00:00Z,1984-02-23T00:00:00Z,
http://www.wikidata.org/entity/Q4521319,Q4521319,μουσική,Μόσχα,1935-09-27T00:00:00Z,2017-05-20T00:00:00Z,
