musician,musicianLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q469693,Q469693,"χορός, υποκριτική",Q478456,1917-02-21T00:00:00Z,1996-04-16T00:00:00Z,
http://www.wikidata.org/entity/Q484702,Q484702,τέχνες του θεάματος,Q515710,1952-03-15T00:00:00Z,,Βέλγος ηθοποιός
http://www.wikidata.org/entity/Q487473,Τότο Κουτούνιο,"ποπ μουσική, άσμα, σύνθεση, δημοφιλής μουσική, στίχος",Φοσντινόβο,1943-07-07T00:00:00Z,2023-08-22T00:00:00Z,Ιταλός τραγουδιστής
http://www.wikidata.org/entity/Q488603,Σκοτ Γουόκερ,"ροκ, κάντρι μουσική, ποπ ροκ",Χάμιλτον,1943-01-09T00:00:00Z,2019-03-22T00:00:00Z,
http://www.wikidata.org/entity/Q488994,Ντέιβ Γκάαν,"άσμα, σύνθεση, Ηλεκτρονική χορευτική μουσική, μουσικό έργο/σύνθεση",Q990775,1962-05-09T00:00:00Z,,Άγγλος τραγουδιστής
http://www.wikidata.org/entity/Q523442,Q523442,"τηλεόραση, μουσική, θέατρο, ταινία, υποκριτική",Στρασβούργο,1947-04-29T00:00:00Z,2022-02-09T00:00:00Z,Γάλλος ηθοποιός
http://www.wikidata.org/entity/Q560746,Q560746,"ποίηση, διπλωματία, σύνθεση, μουσικό έργο/σύνθεση",Χάγη,1596-09-04T00:00:00Z,1687-03-28T00:00:00Z,
http://www.wikidata.org/entity/Q561142,Μπέντζαμιν Ζεφάνια,"ποίηση, μουσική, υποκριτική",Χάντσουορθ,1958-04-15T00:00:00Z,2023-12-07T00:00:00Z,Άγγλος ποιητής
http://www.wikidata.org/entity/Q594956,Q594956,"άσμα, μουσική, στίχος, ποίηση",Σίμπενικ,1938-07-28T00:00:00Z,2015-08-17T00:00:00Z,
http://www.wikidata.org/entity/Q597936,Q597936,"ροκ, Σχέδιο μόδας",Λος Άντζελες,1980-04-09T00:00:00Z,,
http://www.wikidata.org/entity/Q670917,Q670917,φωνητική παιδαγωγία,Άστραχαν,1892-06-13T00:00:00Z,1967-12-13T00:00:00Z,
http://www.wikidata.org/entity/Q694631,Q694631,πολιτική επιστήμη,Q14892,1946-10-21T00:00:00Z,2006-01-09T00:00:00Z,
http://www.wikidata.org/entity/Q694658,Q694658,κινηματογραφική μουσική,Σουμπότιτσα,1945-05-16T00:00:00Z,,
http://www.wikidata.org/entity/Q703216,Q703216,σύνθεση,Βρετανικό Χονγκ Κονγκ,1975-01-17T00:00:00Z,2023-07-05T00:00:00Z,
http://www.wikidata.org/entity/Q712851,Όλιβερ Ουάλας,κινηματογραφική μουσική,Λονδίνο,1887-08-06T00:00:00Z,1963-09-15T00:00:00Z,
http://www.wikidata.org/entity/Q713301,Ρέι Χάιντορφ,κινηματογραφική μουσική,Q111098,1908-08-25T00:00:00Z,1980-02-03T00:00:00Z,
http://www.wikidata.org/entity/Q714933,Q714933,λαογραφία,Σέξαρντ (Σέκσαρντ),1947-02-10T00:00:00Z,,
http://www.wikidata.org/entity/Q718514,Q718514,мαζικό online βιντεοπαιχνίδι ρόλων πολλαπλών παικτών,Λονγκ Άιλαντ Σίτι,1971-09-07T00:00:00Z,,
http://www.wikidata.org/entity/Q726074,Q726074,υποκριτική,Μείζον Λονδίνο,1982-06-30T00:00:00Z,,
http://www.wikidata.org/entity/Q728029,Q728029,"Ambient, σύνθεση, πιανιστική ερμηνεία, μουσικό έργο/σύνθεση",Λος Άντζελες,1936-05-24T00:00:00Z,2020-12-08T00:00:00Z,
http://www.wikidata.org/entity/Q1355395,Γκρεγκ Χένρυ,"μουσική, υποκριτική",Λέικγουντ,1952-05-06T00:00:00Z,,
http://www.wikidata.org/entity/Q1355682,Q1355682,"μουσική, δημοσιογραφία",Νησί Μπράβα,1867-10-18T00:00:00Z,1930-01-06T00:00:00Z,
http://www.wikidata.org/entity/Q1355682,Q1355682,"μουσική, δημοσιογραφία",Νησί Μπράβα,1867-10-18T00:00:00Z,1930-06-01T00:00:00Z,
http://www.wikidata.org/entity/Q1356665,Q1356665,"μουσική, άσμα, σύνθεση, ποπ ροκ",Σκότσμπλαφ,1946-03-08T00:00:00Z,2023-07-26T00:00:00Z,
http://www.wikidata.org/entity/Q1357119,Q1357119,μουσική,Γκύστρο,1933-12-10T00:00:00Z,2023-07-10T00:00:00Z,
http://www.wikidata.org/entity/Q1357150,Q1357150,"μουσική, τζαζ",Ντιτρόιτ,1921-10-10T00:00:00Z,1977-04-04T00:00:00Z,
http://www.wikidata.org/entity/Q1358202,Λούντβιχ Γιόρανσον,"μουσική, κινηματογραφική μουσική",Q10562793,1984-09-01T00:00:00Z,,Σουηδός συνθέτης
http://www.wikidata.org/entity/Q1361390,Πρόκοπ Ντίβις,"φυσική, Καθολικισμός, θεολογία",Q1604682,1698-03-26T00:00:00Z,1765-12-21T00:00:00Z,
http://www.wikidata.org/entity/Q1361390,Πρόκοπ Ντίβις,"φυσική, Καθολικισμός, θεολογία",Q12019455,1698-03-26T00:00:00Z,1765-12-21T00:00:00Z,
http://www.wikidata.org/entity/Q1361390,Πρόκοπ Ντίβις,"φυσική, Καθολικισμός, θεολογία",Q1604682,1698-03-26T00:00:00Z,1765-12-25T00:00:00Z,
http://www.wikidata.org/entity/Q1361390,Πρόκοπ Ντίβις,"φυσική, Καθολικισμός, θεολογία",Q12019455,1698-03-26T00:00:00Z,1765-12-25T00:00:00Z,
http://www.wikidata.org/entity/Q1365965,Q1365965,"μουσική, δημοσιογραφία, άσμα",Q184481,1974-12-21T00:00:00Z,,
http://www.wikidata.org/entity/Q1369035,Q1369035,"μουσική, τζαζ",Q1187079,1932-04-21T00:00:00Z,2021-11-18T00:00:00Z,
http://www.wikidata.org/entity/Q1371073,Q1371073,μουσική,Λονδίνο,1964-06-10T00:00:00Z,,
http://www.wikidata.org/entity/Q1372755,Q1372755,"μουσική, μουσική εκπαίδευση",Αγία Πετρούπολη,1842-01-01T00:00:00Z,1894-02-09T00:00:00Z,
http://www.wikidata.org/entity/Q1375663,Q1375663,"ποίηση, μουσική, μετάφραση, στίχος",Q703206,1941-06-23T00:00:00Z,2019-09-23T00:00:00Z,
http://www.wikidata.org/entity/Q1383270,Q1383270,"τηλεόραση, μουσική, θέατρο, ταινία",Q2009813,1947-02-24T00:00:00Z,,
http://www.wikidata.org/entity/Q1388430,Q1388430,"τηλεόραση, ραδιοφωνία, stand-up comedy, κινηματογράφος",Ουέστμινστερ,1973-05-21T00:00:00Z,,
http://www.wikidata.org/entity/Q1548904,Q1548904,"μπλουζ, παραδοσιακή μουσική, κάντρι μουσική, σουίνγκ",Μπλούμινγκτον,1983-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1557923,Q1557923,"μπλουζ, ροκ",Ουαλία,1961-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1691585,Q1691585,τζαζ,Q71170,1948-10-28T00:00:00Z,,
http://www.wikidata.org/entity/Q1693955,Q1693955,"όπερα, σύνθεση, Λειτουργία, μουσικό έργο/σύνθεση",Βοημία,1720-01-01T00:00:00Z,1780-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1693955,Q1693955,"όπερα, σύνθεση, Λειτουργία, μουσικό έργο/σύνθεση",Q63855,1720-01-01T00:00:00Z,1780-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1693955,Q1693955,"όπερα, σύνθεση, Λειτουργία, μουσικό έργο/σύνθεση",Βοημία,1732-01-01T00:00:00Z,1780-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1693955,Q1693955,"όπερα, σύνθεση, Λειτουργία, μουσικό έργο/σύνθεση",Q63855,1732-01-01T00:00:00Z,1780-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1693955,Q1693955,"όπερα, σύνθεση, Λειτουργία, μουσικό έργο/σύνθεση",Βοημία,1720-01-01T00:00:00Z,1786-02-16T00:00:00Z,
http://www.wikidata.org/entity/Q1693955,Q1693955,"όπερα, σύνθεση, Λειτουργία, μουσικό έργο/σύνθεση",Q63855,1720-01-01T00:00:00Z,1786-02-16T00:00:00Z,
http://www.wikidata.org/entity/Q1693955,Q1693955,"όπερα, σύνθεση, Λειτουργία, μουσικό έργο/σύνθεση",Βοημία,1732-01-01T00:00:00Z,1786-02-16T00:00:00Z,
http://www.wikidata.org/entity/Q1693955,Q1693955,"όπερα, σύνθεση, Λειτουργία, μουσικό έργο/σύνθεση",Q63855,1732-01-01T00:00:00Z,1786-02-16T00:00:00Z,
http://www.wikidata.org/entity/Q1705923,Q1705923,"μπαρόκ μουσική, Αναγεννησιακή μουσική, μουσικολογία, ιστορία της μουσικής",Νυρεμβέργη,1923-07-04T00:00:00Z,2008-12-15T00:00:00Z,
http://www.wikidata.org/entity/Q349591,Q349591,"στίχος, μουσική, Κόμικς, ταινία, άσμα, εικαστικές τέχνες, σύνθεση",Q2412514,1981-05-28T00:00:00Z,,
http://www.wikidata.org/entity/Q349703,Q349703,άσμα,Ντουάλα,1964-01-15T00:00:00Z,2021-06-25T00:00:00Z,
http://www.wikidata.org/entity/Q349703,Q349703,άσμα,Q107349852,1964-01-15T00:00:00Z,2021-06-25T00:00:00Z,
http://www.wikidata.org/entity/Q350426,Q350426,"ποίηση, μουσική",Q368929,1600-01-01T00:00:00Z,1676-11-02T00:00:00Z,
http://www.wikidata.org/entity/Q465955,Q465955,σύνθεση,Q867485,1946-05-07T00:00:00Z,,
http://www.wikidata.org/entity/Q467670,Q467670,σύνθεση,Q144856,1937-07-19T00:00:00Z,1993-03-19T00:00:00Z,
http://www.wikidata.org/entity/Q472114,Ράντου Λούπου,πιανιστική ερμηνεία,Γκαλάτσι,1945-11-30T00:00:00Z,2022-04-16T00:00:00Z,Ρουμάνος πιανίστας
http://www.wikidata.org/entity/Q518590,Q518590,μουσική,Γλασκώβη,1946-12-18T00:00:00Z,,
http://www.wikidata.org/entity/Q519606,Q519606,"μουσική, τέχνες του θεάματος",Βιέννη,1947-03-22T00:00:00Z,,
http://www.wikidata.org/entity/Q521845,Q521845,"μουσική, ταινία, κινηματογραφική μουσική, Ηλεκτρονική χορευτική μουσική",Λίνταου,1944-02-23T00:00:00Z,2001-12-29T00:00:00Z,
http://www.wikidata.org/entity/Q522375,Q522375,μουσική,Μόσχα,1944-01-12T00:00:00Z,,
http://www.wikidata.org/entity/Q524114,Γκάι Πραττ,μουσική,Λονδίνο,1962-01-03T00:00:00Z,,Άγγλος μπασίστας
http://www.wikidata.org/entity/Q525280,Q525280,"μουσική, ποπ μουσική, δημοφιλής μουσική",Λιντς,1957-12-24T00:00:00Z,,
http://www.wikidata.org/entity/Q526645,Q526645,"μουσική, άσμα",Q674669,1959-06-24T00:00:00Z,,
http://www.wikidata.org/entity/Q527320,Άντι Ρουρκ,μουσική,Μάντσεστερ,1964-01-17T00:00:00Z,2023-05-19T00:00:00Z,Βρετανός μουσικός
http://www.wikidata.org/entity/Q527726,Q527726,μουσική,Ντέρμπισιρ,1969-07-18T00:00:00Z,,
http://www.wikidata.org/entity/Q529379,Q529379,"μουσική, άσμα",Αμβούργο,1967-09-07T00:00:00Z,,
http://www.wikidata.org/entity/Q531831,Q531831,μουσική,Μάλαγα,1946-08-17T00:00:00Z,,
http://www.wikidata.org/entity/Q535092,Q535092,μουσική,Μορόν,1917-05-05T00:00:00Z,2006-03-22T00:00:00Z,
http://www.wikidata.org/entity/Q536185,Θεόδωρος Κουρεντζής,"μουσική, υποκριτική, διεύθυνση ορχήστρας",Αθήνα,1972-02-24T00:00:00Z,,"Έλληνας διευθυντής ορχήστρας, συνθέτης και βιολιστής"
http://www.wikidata.org/entity/Q539432,Q539432,μουσική,Χονολουλού,1966-04-04T00:00:00Z,2011-03-08T00:00:00Z,
http://www.wikidata.org/entity/Q539944,Q539944,μουσική,Οντάριο,1942-12-29T00:00:00Z,1999-12-10T00:00:00Z,
http://www.wikidata.org/entity/Q541907,Q541907,"μουσική, κινηματογραφική μουσική",Μπρονξ,1928-02-13T00:00:00Z,2023-02-17T00:00:00Z,
http://www.wikidata.org/entity/Q542847,Μίλτον Νασιμέντο,μουσική,Ρίο ντε Τζανέιρο,1942-10-26T00:00:00Z,,
http://www.wikidata.org/entity/Q544301,Νάιτζελ Γκόντριτς,μουσική,Λονδίνο,1971-02-28T00:00:00Z,,
http://www.wikidata.org/entity/Q547571,Q547571,μουσική,Μπάφαλο (Νέα Υόρκη),1968-09-08T00:00:00Z,,
http://www.wikidata.org/entity/Q547660,Ρόμπερτ Λανγκ,μουσική,Q636209,1948-11-11T00:00:00Z,,
http://www.wikidata.org/entity/Q551619,Q551619,"μουσική, άσμα",Στουτγκάρδη,1959-01-14T00:00:00Z,,
http://www.wikidata.org/entity/Q551621,Έρικ Πίτερσον,μουσική,Αλαμήντα,1964-05-14T00:00:00Z,,
http://www.wikidata.org/entity/Q552119,Q552119,"μουσική, χέβι μέταλ",Λος Άντζελες,1953-06-29T00:00:00Z,,
http://www.wikidata.org/entity/Q552819,Χανκ Γουίλιαμς Τζούνιορ,"μουσική, ροκ, μπλουζ, κάντρι μουσική","Σρίβεπορτ, Λουιζιάνα",1949-05-26T00:00:00Z,,
http://www.wikidata.org/entity/Q552975,Q552975,"μουσική, υποκριτική",Ουίντσορ,1980-04-21T00:00:00Z,,Βρετανός ηθοποιός
http://www.wikidata.org/entity/Q553413,Q553413,"μουσική, ροκ",Ντάλας,1949-05-19T00:00:00Z,2021-07-27T00:00:00Z,
http://www.wikidata.org/entity/Q553959,Q553959,μουσική,Βολοκολάμσκ,1833-03-25T00:00:00Z,1893-10-12T00:00:00Z,
http://www.wikidata.org/entity/Q554422,Q554422,μουσική,Ουίντσορ,1937-08-02T00:00:00Z,,
http://www.wikidata.org/entity/Q555131,Q555131,μουσική,Σαν Φρανσίσκο,1954-07-04T00:00:00Z,,
http://www.wikidata.org/entity/Q557239,Q557239,μουσική,Βουδαπέστη,1926-07-15T00:00:00Z,2004-04-25T00:00:00Z,
http://www.wikidata.org/entity/Q557472,Q557472,μουσική,"Κάπλαν, Λουιζιάνα",1958-02-24T00:00:00Z,,
http://www.wikidata.org/entity/Q557786,Q557786,μουσική,Βίγο,1971-07-16T00:00:00Z,,
http://www.wikidata.org/entity/Q558332,Q558332,"μουσική, τέχνη",Τορόντο,1928-12-10T00:00:00Z,2023-01-05T00:00:00Z,
http://www.wikidata.org/entity/Q560248,Q560248,μουσική,Μπορντώ,1943-02-11T00:00:00Z,,
http://www.wikidata.org/entity/Q561596,Q561596,"μουσική, Πολιτισμική Ανθρωπολογία, ακτιβισμός",Q2514944,1953-06-07T00:00:00Z,2019-07-16T00:00:00Z,
http://www.wikidata.org/entity/Q561873,Q561873,"μουσική, πληκτροφόρο",Q18627414,1943-06-14T00:00:00Z,,
http://www.wikidata.org/entity/Q562912,Q562912,"μουσική, τζαζ, άσμα, πιανιστική ερμηνεία",Λέξινγκτον,1935-09-23T00:00:00Z,2023-12-29T00:00:00Z,
http://www.wikidata.org/entity/Q563057,Q563057,"μουσική, κάντρι μουσική",Q80162,1932-12-14T00:00:00Z,1995-07-25T00:00:00Z,
http://www.wikidata.org/entity/Q566641,Q566641,"μουσική, τζαζ, μουσικολογία",Φλένσμπουργκ,1974-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q566929,Q566929,"μουσική, οπερέτα",Βερολίνο,1869-09-25T00:00:00Z,1942-11-11T00:00:00Z,
http://www.wikidata.org/entity/Q570470,Q570470,"μουσική, χορός, εικαστικές τέχνες",Πράγα,1956-02-07T00:00:00Z,,
http://www.wikidata.org/entity/Q570728,Q570728,"μουσική, σύνθεση",Q744598,1774-01-01T00:00:00Z,1822-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q570728,Q570728,"μουσική, σύνθεση",Q744598,1774-01-01T00:00:00Z,1822-10-25T00:00:00Z,
http://www.wikidata.org/entity/Q573665,Q573665,"μουσική, άσμα, στίχος",Λονδίνο,1948-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q575795,Q575795,"μουσική, ζωγραφική, υποκριτική",Σικάγο,1943-08-18T00:00:00Z,2024-06-27T00:00:00Z,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q577320,Q577320,μουσική,Νάπολη,1889-11-18T00:00:00Z,1937-06-03T00:00:00Z,
http://www.wikidata.org/entity/Q578303,Στηβ Σόουζα,μουσική,Q837109,1964-03-24T00:00:00Z,,
http://www.wikidata.org/entity/Q584016,Q584016,μουσική,Χάντσβιλ,1975-03-04T00:00:00Z,,
http://www.wikidata.org/entity/Q587031,Q587031,μουσική,Στόκπορτ,1977-12-07T00:00:00Z,,
http://www.wikidata.org/entity/Q590301,Q590301,μουσική,Λονδίνο,1936-02-07T00:00:00Z,2022-05-11T00:00:00Z,
http://www.wikidata.org/entity/Q591153,Q591153,"μουσική, τζαζ",Σέφιλντ,1938-06-15T00:00:00Z,2023-12-26T00:00:00Z,
http://www.wikidata.org/entity/Q591252,Q591252,"μουσική, θέατρο, μουσικό όργανο, μαγεία, υποκριτική",Κόζλανι,1810-11-06T00:00:00Z,1889-08-28T00:00:00Z,
http://www.wikidata.org/entity/Q591252,Q591252,"μουσική, θέατρο, μουσικό όργανο, μαγεία, υποκριτική",Πράγα,1810-11-06T00:00:00Z,1889-08-28T00:00:00Z,
http://www.wikidata.org/entity/Q592381,Q592381,μουσική,Μπρούκλιν,1966-12-04T00:00:00Z,,
http://www.wikidata.org/entity/Q593188,Q593188,"μουσική, υποκριτική",Q691121,1951-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1378364,Q1378364,μουσική,Σπρίνγκφιλντ,1927-05-07T00:00:00Z,2016-12-12T00:00:00Z,
http://www.wikidata.org/entity/Q1382570,Q1382570,μουσική,Q7808947,1927-11-11T00:00:00Z,2016-11-15T00:00:00Z,
http://www.wikidata.org/entity/Q1383914,Q1383914,"μουσική, μουσική εκπαίδευση, σύνθεση, μουσικό έργο/σύνθεση",Λιέγη,1845-03-05T00:00:00Z,1912-05-19T00:00:00Z,
http://www.wikidata.org/entity/Q1383968,Q1383968,μουσική,Ντάλας,1949-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1386495,Q1386495,"μουσική, οικολογία, ήχος",Σάρνια,1933-07-18T00:00:00Z,2021-08-14T00:00:00Z,
http://www.wikidata.org/entity/Q1391435,Q1391435,"μουσική, λογοτεχνία, Θεωρία της λογοτεχνίας, Μεσαιωνική λογοτεχνία",Ένσχεντε,1936-10-25T00:00:00Z,2003-08-02T00:00:00Z,
http://www.wikidata.org/entity/Q1395288,Q1395288,"μουσική, άσμα, στίχος",Βερολίνο,1882-04-05T00:00:00Z,1941-12-08T00:00:00Z,
http://www.wikidata.org/entity/Q1395502,Q1395502,"μουσική, Ραπ μουσική, χιπ χοπ",Μπραζαβίλ,1972-12-21T00:00:00Z,,
http://www.wikidata.org/entity/Q1396251,Q1396251,"μουσική, σύνθεση",Q5196386,1950-09-27T00:00:00Z,2023-05-03T00:00:00Z,
http://www.wikidata.org/entity/Q1397125,Q1397125,μουσική,Ρουτιλιάνο,1971-08-31T00:00:00Z,,
http://www.wikidata.org/entity/Q1398124,Q1398124,μουσική,Μόσχα,1952-06-06T00:00:00Z,,
http://www.wikidata.org/entity/Q1398763,Q1398763,μουσική,Κινγκς Λινν,1947-09-11T00:00:00Z,2024-03-29T00:00:00Z,
http://www.wikidata.org/entity/Q1398834,Q1398834,μουσική,Q5385291,1941-12-27T00:00:00Z,2024-04-24T00:00:00Z,
http://www.wikidata.org/entity/Q1400335,Q1400335,"μουσική, λογοτεχνία, εικονογράφηση",Στρασβούργο,1959-10-15T00:00:00Z,,
http://www.wikidata.org/entity/Q1702383,Q1702383,"άσμα, κάντρι μουσική, σύνθεση, μουσικό έργο/σύνθεση",Q1544743,1938-05-31T00:00:00Z,2003-02-19T00:00:00Z,
http://www.wikidata.org/entity/Q1711259,Q1711259,ροκ,Όσλο,1958-08-20T00:00:00Z,1999-03-14T00:00:00Z,
http://www.wikidata.org/entity/Q319799,Ράσελ Μινς,"μουσική, πολιτική, λογοτεχνία, ηθοποιός, ακτιβισμός, υποκριτική",Q1929568,1939-11-10T00:00:00Z,2012-10-22T00:00:00Z,
http://www.wikidata.org/entity/Q320452,Q320452,μουσική,Σάρλοτ,1929-01-05T00:00:00Z,1994-10-26T00:00:00Z,
http://www.wikidata.org/entity/Q321624,Q321624,"μουσική, θεολογία, Πρωτοχριστιανική περίοδος, Εκκλησία της Αγγλίας, Ιστορία του Χριστιανισμού, θρησκευτική λογοτεχνία",Q122892,1920-06-23T00:00:00Z,2008-06-17T00:00:00Z,
http://www.wikidata.org/entity/Q322551,Q322551,"μουσική, λογοτεχνία, δημοσιογραφία, δραματουργία",Τούρνοφ,1972-06-08T00:00:00Z,,
http://www.wikidata.org/entity/Q323739,Q323739,μουσική,Λος Άντζελες,1960-02-21T00:00:00Z,,
http://www.wikidata.org/entity/Q324131,Ντούσκο Γκόικοβιτς,μουσική,Γιάιτσε,1931-10-14T00:00:00Z,2023-04-05T00:00:00Z,
http://www.wikidata.org/entity/Q325150,Q325150,μουσική,δήμος της Γερφελας,1973-05-07T00:00:00Z,,
http://www.wikidata.org/entity/Q325365,Q325365,μουσική,Σαουθάμπτον,1947-03-14T00:00:00Z,,
http://www.wikidata.org/entity/Q326845,Q326845,μουσική,Q320378,1957-10-25T00:00:00Z,,
http://www.wikidata.org/entity/Q336074,Κρίστοφερ Γκεστ,"μουσική, ταινία, ντοκιμαντέρ",Νέα Υόρκη,1948-02-05T00:00:00Z,,Βρετανός αριστοκράτης και σκηνοθέτης
http://www.wikidata.org/entity/Q336272,Q336272,μουσική,Q2029146,1941-07-22T00:00:00Z,,
http://www.wikidata.org/entity/Q338502,Q338502,μουσική,Q284348,1952-07-06T00:00:00Z,,
http://www.wikidata.org/entity/Q339620,Q339620,"μουσική, τζαζ",Φιλαδέλφεια,1929-09-21T00:00:00Z,1976-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q339620,Q339620,"μουσική, τζαζ",Φιλαδέλφεια,1929-09-21T00:00:00Z,1976-06-01T00:00:00Z,
http://www.wikidata.org/entity/Q343456,Q343456,"μουσική, ροκ, ζωγραφική",Αγία Πετρούπολη,1961-02-27T00:00:00Z,2013-07-20T00:00:00Z,
http://www.wikidata.org/entity/Q343477,Q343477,"ποίηση, λογοτεχνία, δράμα",Μπρυζ,1962-01-28T00:00:00Z,,
http://www.wikidata.org/entity/Q346281,Q346281,μουσική,Ντένβερ,1945-03-18T00:00:00Z,2021-07-20T00:00:00Z,
http://www.wikidata.org/entity/Q346374,Q346374,μουσική,Ντιτρόιτ,1946-11-03T00:00:00Z,,
http://www.wikidata.org/entity/Q347611,Q347611,"μουσική, Αναρρίχηση, μουσική εκπαίδευση",Q1019961,1870-12-05T00:00:00Z,1949-07-18T00:00:00Z,
http://www.wikidata.org/entity/Q348704,Κρις Σλέιντ,μουσική,Πονταπρίδ,1946-10-30T00:00:00Z,,
http://www.wikidata.org/entity/Q349529,Ανταμ Γκολντστάιν,μουσική,Φιλαδέλφεια,1973-03-30T00:00:00Z,2009-08-28T00:00:00Z,
http://www.wikidata.org/entity/Q1551184,Q1551184,τέχνες του θεάματος,Q15582,1973-08-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1695752,Q1695752,τέχνες του θεάματος,Σιάτλ,1974-07-15T00:00:00Z,,
http://www.wikidata.org/entity/Q1702351,Q1702351,"Σάουντρακ, κινηματογραφική μουσική",Μελβούρνη,1962-08-18T00:00:00Z,,
http://www.wikidata.org/entity/Q1711156,Q1711156,σύνθεση,Q940349,1936-12-20T00:00:00Z,2022-04-27T00:00:00Z,
http://www.wikidata.org/entity/Q1712569,Q1712569,μουσική δωματίου,Λονδίνο,1959-04-01T00:00:00Z,,
http://www.wikidata.org/entity/Q1712730,Q1712730,κινηματογραφική μουσική,Πράγα,1902-08-18T00:00:00Z,1967-05-12T00:00:00Z,
http://www.wikidata.org/entity/Q2521435,Q2521435,μουσική,Τεργέστη,1975-03-01T00:00:00Z,,
http://www.wikidata.org/entity/Q2524045,Q2524045,μουσική,Μάντσεστερ,1956-01-01T00:00:00Z,2020-02-01T00:00:00Z,
http://www.wikidata.org/entity/Q2524326,Q2524326,μουσική,Ρότενμπουργκ ομπ ντερ Τάουμπερ,1931-08-04T00:00:00Z,,
http://www.wikidata.org/entity/Q2525962,Q2525962,μουσική,Γκραντ Ράπιντς,1949-09-25T00:00:00Z,2015-10-10T00:00:00Z,
http://www.wikidata.org/entity/Q2530802,Q2530802,"μουσική, Ραπ μουσική, χιπ χοπ, υποκριτική",Q61724,1973-04-20T00:00:00Z,,
http://www.wikidata.org/entity/Q2545626,Q2545626,μουσική,Όουκλαντ,1972-07-12T00:00:00Z,,
http://www.wikidata.org/entity/Q2546968,Q2546968,μουσική,Φρανκφούρτη,1864-08-15T00:00:00Z,1945-04-14T00:00:00Z,
http://www.wikidata.org/entity/Q2566813,Q2566813,μουσική,Φούλντα,1977-08-30T00:00:00Z,,
http://www.wikidata.org/entity/Q2568499,Q2568499,"μουσική, λογοτεχνία, υποκριτική",Q2262994,1971-12-17T00:00:00Z,,
http://www.wikidata.org/entity/Q2571600,Γιούργκεν Ρέιλ,μουσική,Έσσεν,1966-06-29T00:00:00Z,,
http://www.wikidata.org/entity/Q2582612,Q2582612,μουσική,Μοντεβιδέο,1945-12-18T00:00:00Z,,
http://www.wikidata.org/entity/Q2586622,Q2586622,μουσική,Γιουτζήν,1970-03-26T00:00:00Z,,
http://www.wikidata.org/entity/Q2588411,Q2588411,"μουσική, διεύθυνση ορχήστρας",Γερμανία,1938-04-04T00:00:00Z,2006-11-07T00:00:00Z,
http://www.wikidata.org/entity/Q2588411,Q2588411,"μουσική, διεύθυνση ορχήστρας",Κίεβο,1938-04-04T00:00:00Z,2006-11-07T00:00:00Z,
http://www.wikidata.org/entity/Q2588878,Q2588878,μουσική,Μπιαροζάουκα,1971-07-20T00:00:00Z,,
http://www.wikidata.org/entity/Q2591608,Q2591608,"μουσική, διεύθυνση ορχήστρας",Βούπερταλ,1927-07-10T00:00:00Z,2018-09-13T00:00:00Z,
http://www.wikidata.org/entity/Q2597852,Q2597852,μουσική,Γκρατς,1956-01-01T00:00:00Z,2023-05-26T00:00:00Z,
http://www.wikidata.org/entity/Q2603086,Q2603086,"μουσική, ραδιοφωνία, λογοτεχνία, λαογραφία, δημοτικό τραγούδι",Q1407742,1929-12-27T00:00:00Z,,
http://www.wikidata.org/entity/Q2609355,Q2609355,μουσική,Νέα Υόρκη,1958-02-22T00:00:00Z,,
http://www.wikidata.org/entity/Q2613425,Q2613425,μουσική,Άκρον,1939-06-20T00:00:00Z,2022-05-18T00:00:00Z,
http://www.wikidata.org/entity/Q2618412,Q2618412,μουσική,Μοντεβιδέο,1978-04-06T00:00:00Z,,
http://www.wikidata.org/entity/Q2619273,Q2619273,"αστρονομία, μουσική",Q13133293,1827-03-11T00:00:00Z,1896-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q2619580,Q2619580,"μουσική, δίκαιο, θεολογία, λαογραφία, Εθνομουσικολογία",Q266531,1890-01-22T00:00:00Z,1976-12-12T00:00:00Z,
http://www.wikidata.org/entity/Q2632808,Q2632808,μουσική,Σαν Φρανσίσκο,1954-06-10T00:00:00Z,2015-11-02T00:00:00Z,
http://www.wikidata.org/entity/Q2634627,Q2634627,μουσική,Γεκατερίνμπουργκ,1941-01-12T00:00:00Z,2003-01-26T00:00:00Z,
http://www.wikidata.org/entity/Q2642838,Q2642838,"μουσική, ορχήστρα συναυλιών",Καουφμπόιρεν,1970-02-17T00:00:00Z,,
